"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.739508068920088,-0.528267836124933,1,-0.0523620093195461,1,-1,-1,1,0.534699656150807,1,1,1,1,-0.52992986755367,-1,-0.529254420244016,-0.524841986395277,-1
"CD44s",-1,1,-0.739508068920088,0.528267836124933,-1,0.0523620093195461,-1,1,1,-1,-0.534699656150807,-1,-1,-1,-1,0.52992986755367,1,0.529254420244016,0.524841986395277,1
"CDH1",0.739508068920088,-0.739508068920088,1,-0.626755080271122,0.739508068920088,-0.31284617464313,0.739508068920088,-0.739508068920088,-0.739508068920088,0.739508068920088,0.681425550491047,0.739508068920088,0.739508068920088,0.739508068920088,0.739508068920088,-0.612336296656614,-0.739508068920088,-0.739506385974619,-0.643832507498318,-0.739508068920088
"EMT",-0.528267836124933,0.528267836124933,-0.626755080271122,1,-0.528267836124933,0.524080189900412,-0.528267836124933,0.528267836124933,0.528267836124933,-0.528267836124933,-0.637008644408564,-0.528267836124933,-0.528267836124933,-0.528267836124933,-0.528267836124933,0.57875977936224,0.528267836124933,0.639620642032374,0.798002451787319,0.528267836124933
"ESRP1",1,-1,0.739508068920088,-0.528267836124933,1,-0.0523620093195461,1,-1,-1,1,0.534699656150807,1,1,1,1,-0.52992986755367,-1,-0.529254420244016,-0.524841986395277,-1
"EXTGFB",-0.0523620093195461,0.0523620093195461,-0.31284617464313,0.524080189900412,-0.0523620093195461,1,-0.0523620093195461,0.0523620093195461,0.0523620093195461,-0.0523620093195461,-0.517648561619238,-0.0523620093195461,-0.0523620093195461,-0.0523620093195461,-0.0523620093195461,0.522460223251365,0.0523620093195461,0.523107858099711,0.527506307453784,0.0523620093195461
"GRHL2",1,-1,0.739508068920088,-0.528267836124933,1,-0.0523620093195461,1,-1,-1,1,0.534699656150807,1,1,1,1,-0.52992986755367,-1,-0.529254420244016,-0.524841986395277,-1
"HA",-1,1,-0.739508068920088,0.528267836124933,-1,0.0523620093195461,-1,1,1,-1,-0.534699656150807,-1,-1,-1,-1,0.52992986755367,1,0.529254420244016,0.524841986395277,1
"HAS2",-1,1,-0.739508068920088,0.528267836124933,-1,0.0523620093195461,-1,1,1,-1,-0.534699656150807,-1,-1,-1,-1,0.52992986755367,1,0.529254420244016,0.524841986395277,1
"MIR1199",1,-1,0.739508068920088,-0.528267836124933,1,-0.0523620093195461,1,-1,-1,1,0.534699656150807,1,1,1,1,-0.52992986755367,-1,-0.529254420244016,-0.524841986395277,-1
"MIR129",0.534699656150807,-0.534699656150807,0.681425550491047,-0.637008644408564,0.534699656150807,-0.517648561619238,0.534699656150807,-0.534699656150807,-0.534699656150807,0.534699656150807,1,0.534699656150807,0.534699656150807,0.534699656150807,0.534699656150807,-0.68407791369116,-0.534699656150807,-0.785950985226614,-0.687455192292835,-0.534699656150807
"MIR190",1,-1,0.739508068920088,-0.528267836124933,1,-0.0523620093195461,1,-1,-1,1,0.534699656150807,1,1,1,1,-0.52992986755367,-1,-0.529254420244016,-0.524841986395277,-1
"MIR200",1,-1,0.739508068920088,-0.528267836124933,1,-0.0523620093195461,1,-1,-1,1,0.534699656150807,1,1,1,1,-0.52992986755367,-1,-0.529254420244016,-0.524841986395277,-1
"MIR34",1,-1,0.739508068920088,-0.528267836124933,1,-0.0523620093195461,1,-1,-1,1,0.534699656150807,1,1,1,1,-0.52992986755367,-1,-0.529254420244016,-0.524841986395277,-1
"MIR340",1,-1,0.739508068920088,-0.528267836124933,1,-0.0523620093195461,1,-1,-1,1,0.534699656150807,1,1,1,1,-0.52992986755367,-1,-0.529254420244016,-0.524841986395277,-1
"SNAIL1",-0.52992986755367,0.52992986755367,-0.612336296656614,0.57875977936224,-0.52992986755367,0.522460223251365,-0.52992986755367,0.52992986755367,0.52992986755367,-0.52992986755367,-0.68407791369116,-0.52992986755367,-0.52992986755367,-0.52992986755367,-0.52992986755367,1,0.52992986755367,0.57538854416872,0.676656517412268,0.52992986755367
"TGFB",-1,1,-0.739508068920088,0.528267836124933,-1,0.0523620093195461,-1,1,1,-1,-0.534699656150807,-1,-1,-1,-1,0.52992986755367,1,0.529254420244016,0.524841986395277,1
"TWIST1",-0.529254420244016,0.529254420244016,-0.739506385974619,0.639620642032374,-0.529254420244016,0.523107858099711,-0.529254420244016,0.529254420244016,0.529254420244016,-0.529254420244016,-0.785950985226614,-0.529254420244016,-0.529254420244016,-0.529254420244016,-0.529254420244016,0.57538854416872,0.529254420244016,1,0.639402697988534,0.529254420244016
"VIM",-0.524841986395277,0.524841986395277,-0.643832507498318,0.798002451787319,-0.524841986395277,0.527506307453784,-0.524841986395277,0.524841986395277,0.524841986395277,-0.524841986395277,-0.687455192292835,-0.524841986395277,-0.524841986395277,-0.524841986395277,-0.524841986395277,0.676656517412268,0.524841986395277,0.639402697988534,1,0.524841986395277
"ZEB1",-1,1,-0.739508068920088,0.528267836124933,-1,0.0523620093195461,-1,1,1,-1,-0.534699656150807,-1,-1,-1,-1,0.52992986755367,1,0.529254420244016,0.524841986395277,1
