"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.249289622218706,-0.249289622218706,1,-0.0231167590237069,1,-1,-1,1,0.249289622218706,1,0.249289622218706,0.249289622218706,1,-0.249289622218706,-0.678655982708099,-0.249289622218706,-0.249289622218706,-1
"CD44s",-1,1,-0.249289622218706,0.249289622218706,-1,0.0231167590237069,-1,1,1,-1,-0.249289622218706,-1,-0.249289622218706,-0.249289622218706,-1,0.249289622218706,0.678655982708099,0.249289622218706,0.249289622218706,1
"CDH1",0.249289622218706,-0.249289622218706,1,-1,0.249289622218706,-0.164780151753089,0.249289622218706,-0.249289622218706,-0.249289622218706,0.249289622218706,1,0.249289622218706,1,1,0.249289622218706,-1,-0.570598670750414,-1,-1,-0.249289622218706
"EMT",-0.249289622218706,0.249289622218706,-1,1,-0.249289622218706,0.164780151753089,-0.249289622218706,0.249289622218706,0.249289622218706,-0.249289622218706,-1,-0.249289622218706,-1,-1,-0.249289622218706,1,0.570598670750414,1,1,0.249289622218706
"ESRP1",1,-1,0.249289622218706,-0.249289622218706,1,-0.0231167590237069,1,-1,-1,1,0.249289622218706,1,0.249289622218706,0.249289622218706,1,-0.249289622218706,-0.678655982708099,-0.249289622218706,-0.249289622218706,-1
"EXTGFB",-0.0231167590237069,0.0231167590237069,-0.164780151753089,0.164780151753089,-0.0231167590237069,1,-0.0231167590237069,0.0231167590237069,0.0231167590237069,-0.0231167590237069,-0.164780151753089,-0.0231167590237069,-0.164780151753089,-0.164780151753089,-0.0231167590237069,0.164780151753089,0.0847404835230285,0.164780151753089,0.164780151753089,0.0231167590237069
"GRHL2",1,-1,0.249289622218706,-0.249289622218706,1,-0.0231167590237069,1,-1,-1,1,0.249289622218706,1,0.249289622218706,0.249289622218706,1,-0.249289622218706,-0.678655982708099,-0.249289622218706,-0.249289622218706,-1
"HA",-1,1,-0.249289622218706,0.249289622218706,-1,0.0231167590237069,-1,1,1,-1,-0.249289622218706,-1,-0.249289622218706,-0.249289622218706,-1,0.249289622218706,0.678655982708099,0.249289622218706,0.249289622218706,1
"HAS2",-1,1,-0.249289622218706,0.249289622218706,-1,0.0231167590237069,-1,1,1,-1,-0.249289622218706,-1,-0.249289622218706,-0.249289622218706,-1,0.249289622218706,0.678655982708099,0.249289622218706,0.249289622218706,1
"MIR1199",1,-1,0.249289622218706,-0.249289622218706,1,-0.0231167590237069,1,-1,-1,1,0.249289622218706,1,0.249289622218706,0.249289622218706,1,-0.249289622218706,-0.678655982708099,-0.249289622218706,-0.249289622218706,-1
"MIR129",0.249289622218706,-0.249289622218706,1,-1,0.249289622218706,-0.164780151753089,0.249289622218706,-0.249289622218706,-0.249289622218706,0.249289622218706,1,0.249289622218706,1,1,0.249289622218706,-1,-0.570598670750414,-1,-1,-0.249289622218706
"MIR190",1,-1,0.249289622218706,-0.249289622218706,1,-0.0231167590237069,1,-1,-1,1,0.249289622218706,1,0.249289622218706,0.249289622218706,1,-0.249289622218706,-0.678655982708099,-0.249289622218706,-0.249289622218706,-1
"MIR200",0.249289622218706,-0.249289622218706,1,-1,0.249289622218706,-0.164780151753089,0.249289622218706,-0.249289622218706,-0.249289622218706,0.249289622218706,1,0.249289622218706,1,1,0.249289622218706,-1,-0.570598670750414,-1,-1,-0.249289622218706
"MIR34",0.249289622218706,-0.249289622218706,1,-1,0.249289622218706,-0.164780151753089,0.249289622218706,-0.249289622218706,-0.249289622218706,0.249289622218706,1,0.249289622218706,1,1,0.249289622218706,-1,-0.570598670750414,-1,-1,-0.249289622218706
"MIR340",1,-1,0.249289622218706,-0.249289622218706,1,-0.0231167590237069,1,-1,-1,1,0.249289622218706,1,0.249289622218706,0.249289622218706,1,-0.249289622218706,-0.678655982708099,-0.249289622218706,-0.249289622218706,-1
"SNAIL1",-0.249289622218706,0.249289622218706,-1,1,-0.249289622218706,0.164780151753089,-0.249289622218706,0.249289622218706,0.249289622218706,-0.249289622218706,-1,-0.249289622218706,-1,-1,-0.249289622218706,1,0.570598670750414,1,1,0.249289622218706
"TGFB",-0.678655982708099,0.678655982708099,-0.570598670750414,0.570598670750414,-0.678655982708099,0.0847404835230285,-0.678655982708099,0.678655982708099,0.678655982708099,-0.678655982708099,-0.570598670750414,-0.678655982708099,-0.570598670750414,-0.570598670750414,-0.678655982708099,0.570598670750414,1,0.570598670750414,0.570598670750414,0.678655982708099
"TWIST1",-0.249289622218706,0.249289622218706,-1,1,-0.249289622218706,0.164780151753089,-0.249289622218706,0.249289622218706,0.249289622218706,-0.249289622218706,-1,-0.249289622218706,-1,-1,-0.249289622218706,1,0.570598670750414,1,1,0.249289622218706
"VIM",-0.249289622218706,0.249289622218706,-1,1,-0.249289622218706,0.164780151753089,-0.249289622218706,0.249289622218706,0.249289622218706,-0.249289622218706,-1,-0.249289622218706,-1,-1,-0.249289622218706,1,0.570598670750414,1,1,0.249289622218706
"ZEB1",-1,1,-0.249289622218706,0.249289622218706,-1,0.0231167590237069,-1,1,1,-1,-0.249289622218706,-1,-0.249289622218706,-0.249289622218706,-1,0.249289622218706,0.678655982708099,0.249289622218706,0.249289622218706,1
