"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"CD44s",-1,1,-1,1,-1,-0.00860505798658582,-1,1,1,-1,-0.00100200322582618,-1,-1,-1,-1,1,1,0.00100200322582618,1,1
"CDH1",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"EMT",-1,1,-1,1,-1,-0.00860505798658582,-1,1,1,-1,-0.00100200322582618,-1,-1,-1,-1,1,1,0.00100200322582618,1,1
"ESRP1",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"EXTGFB",0.00860505798658582,-0.00860505798658582,0.00860505798658582,-0.00860505798658582,0.00860505798658582,1,0.00860505798658582,-0.00860505798658582,-0.00860505798658582,0.00860505798658582,0.00119792121198048,0.00860505798658582,0.00860505798658582,0.00860505798658582,0.00860505798658582,-0.00860505798658582,-0.00860505798658582,-0.0011979212119805,-0.00860505798658582,-0.00860505798658582
"GRHL2",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"HA",-1,1,-1,1,-1,-0.00860505798658582,-1,1,1,-1,-0.00100200322582618,-1,-1,-1,-1,1,1,0.00100200322582618,1,1
"HAS2",-1,1,-1,1,-1,-0.00860505798658582,-1,1,1,-1,-0.00100200322582618,-1,-1,-1,-1,1,1,0.00100200322582618,1,1
"MIR1199",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"MIR129",0.00100200322582618,-0.00100200322582618,0.00100200322582618,-0.00100200322582618,0.00100200322582618,0.00119792121198048,0.00100200322582618,-0.00100200322582618,-0.00100200322582618,0.00100200322582618,1,0.00100200322582618,0.00100200322582618,0.00100200322582618,0.00100200322582618,-0.00100200322582618,-0.00100200322582618,-1,-0.00100200322582618,-0.00100200322582618
"MIR190",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"MIR200",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"MIR34",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"MIR340",1,-1,1,-1,1,0.00860505798658582,1,-1,-1,1,0.00100200322582618,1,1,1,1,-1,-1,-0.00100200322582618,-1,-1
"SNAIL1",-1,1,-1,1,-1,-0.00860505798658582,-1,1,1,-1,-0.00100200322582618,-1,-1,-1,-1,1,1,0.00100200322582618,1,1
"TGFB",-1,1,-1,1,-1,-0.00860505798658582,-1,1,1,-1,-0.00100200322582618,-1,-1,-1,-1,1,1,0.00100200322582618,1,1
"TWIST1",-0.00100200322582618,0.00100200322582618,-0.00100200322582618,0.00100200322582618,-0.00100200322582618,-0.0011979212119805,-0.00100200322582618,0.00100200322582618,0.00100200322582618,-0.00100200322582618,-1,-0.00100200322582618,-0.00100200322582618,-0.00100200322582618,-0.00100200322582618,0.00100200322582618,0.00100200322582618,1,0.00100200322582618,0.00100200322582618
"VIM",-1,1,-1,1,-1,-0.00860505798658582,-1,1,1,-1,-0.00100200322582618,-1,-1,-1,-1,1,1,0.00100200322582618,1,1
"ZEB1",-1,1,-1,1,-1,-0.00860505798658582,-1,1,1,-1,-0.00100200322582618,-1,-1,-1,-1,1,1,0.00100200322582618,1,1
