"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.329869379022444,-0.329869379022444,1,0.00539789664784564,1,-1,-1,1,0.329869379022444,1,0.329869379022444,0.329869379022444,1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1
"CD44s",-1,1,-0.329869379022444,0.329869379022444,-1,-0.00539789664784565,-1,1,1,-1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1,0.329869379022444,1,0.329869379022444,0.329869379022444,1
"CDH1",0.329869379022444,-0.329869379022444,1,-1,0.329869379022444,-0.00939870993579696,0.329869379022444,-0.329869379022444,-0.329869379022444,0.329869379022444,1,0.329869379022444,1,1,0.329869379022444,-1,-0.329869379022444,-1,-1,-0.329869379022444
"EMT",-0.329869379022444,0.329869379022444,-1,1,-0.329869379022444,0.00939870993579693,-0.329869379022444,0.329869379022444,0.329869379022444,-0.329869379022444,-1,-0.329869379022444,-1,-1,-0.329869379022444,1,0.329869379022444,1,1,0.329869379022444
"ESRP1",1,-1,0.329869379022444,-0.329869379022444,1,0.00539789664784564,1,-1,-1,1,0.329869379022444,1,0.329869379022444,0.329869379022444,1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1
"EXTGFB",0.00539789664784564,-0.00539789664784565,-0.00939870993579696,0.00939870993579693,0.00539789664784564,1,0.00539789664784564,-0.00539789664784565,-0.00539789664784565,0.00539789664784564,-0.00939870993579696,0.00539789664784564,-0.00939870993579696,-0.00939870993579696,0.00539789664784564,0.00939870993579693,-0.00539789664784565,0.00939870993579693,0.00939870993579693,-0.00539789664784565
"GRHL2",1,-1,0.329869379022444,-0.329869379022444,1,0.00539789664784564,1,-1,-1,1,0.329869379022444,1,0.329869379022444,0.329869379022444,1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1
"HA",-1,1,-0.329869379022444,0.329869379022444,-1,-0.00539789664784565,-1,1,1,-1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1,0.329869379022444,1,0.329869379022444,0.329869379022444,1
"HAS2",-1,1,-0.329869379022444,0.329869379022444,-1,-0.00539789664784565,-1,1,1,-1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1,0.329869379022444,1,0.329869379022444,0.329869379022444,1
"MIR1199",1,-1,0.329869379022444,-0.329869379022444,1,0.00539789664784564,1,-1,-1,1,0.329869379022444,1,0.329869379022444,0.329869379022444,1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1
"MIR129",0.329869379022444,-0.329869379022444,1,-1,0.329869379022444,-0.00939870993579696,0.329869379022444,-0.329869379022444,-0.329869379022444,0.329869379022444,1,0.329869379022444,1,1,0.329869379022444,-1,-0.329869379022444,-1,-1,-0.329869379022444
"MIR190",1,-1,0.329869379022444,-0.329869379022444,1,0.00539789664784564,1,-1,-1,1,0.329869379022444,1,0.329869379022444,0.329869379022444,1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1
"MIR200",0.329869379022444,-0.329869379022444,1,-1,0.329869379022444,-0.00939870993579696,0.329869379022444,-0.329869379022444,-0.329869379022444,0.329869379022444,1,0.329869379022444,1,1,0.329869379022444,-1,-0.329869379022444,-1,-1,-0.329869379022444
"MIR34",0.329869379022444,-0.329869379022444,1,-1,0.329869379022444,-0.00939870993579696,0.329869379022444,-0.329869379022444,-0.329869379022444,0.329869379022444,1,0.329869379022444,1,1,0.329869379022444,-1,-0.329869379022444,-1,-1,-0.329869379022444
"MIR340",1,-1,0.329869379022444,-0.329869379022444,1,0.00539789664784564,1,-1,-1,1,0.329869379022444,1,0.329869379022444,0.329869379022444,1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1
"SNAIL1",-0.329869379022444,0.329869379022444,-1,1,-0.329869379022444,0.00939870993579693,-0.329869379022444,0.329869379022444,0.329869379022444,-0.329869379022444,-1,-0.329869379022444,-1,-1,-0.329869379022444,1,0.329869379022444,1,1,0.329869379022444
"TGFB",-1,1,-0.329869379022444,0.329869379022444,-1,-0.00539789664784565,-1,1,1,-1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1,0.329869379022444,1,0.329869379022444,0.329869379022444,1
"TWIST1",-0.329869379022444,0.329869379022444,-1,1,-0.329869379022444,0.00939870993579693,-0.329869379022444,0.329869379022444,0.329869379022444,-0.329869379022444,-1,-0.329869379022444,-1,-1,-0.329869379022444,1,0.329869379022444,1,1,0.329869379022444
"VIM",-0.329869379022444,0.329869379022444,-1,1,-0.329869379022444,0.00939870993579693,-0.329869379022444,0.329869379022444,0.329869379022444,-0.329869379022444,-1,-0.329869379022444,-1,-1,-0.329869379022444,1,0.329869379022444,1,1,0.329869379022444
"ZEB1",-1,1,-0.329869379022444,0.329869379022444,-1,-0.00539789664784565,-1,1,1,-1,-0.329869379022444,-1,-0.329869379022444,-0.329869379022444,-1,0.329869379022444,1,0.329869379022444,0.329869379022444,1
