"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.395288744379126,-0.395288744379126,1,-0.0566311090663386,1,-1,-1,1,0.395288744379126,1,1,0.395288744379126,1,-0.395288744379126,-1,-0.395288744379126,-1,-1
"CD44s",-1,1,-0.395288744379126,0.395288744379126,-1,0.0566311090663386,-1,1,1,-1,-0.395288744379126,-1,-1,-0.395288744379126,-1,0.395288744379126,1,0.395288744379126,1,1
"CDH1",0.395288744379126,-0.395288744379126,1,-1,0.395288744379126,-0.661334502662083,0.395288744379126,-0.395288744379126,-0.395288744379126,0.395288744379126,1,0.395288744379126,0.395288744379126,1,0.395288744379126,-1,-0.395288744379126,-1,-0.395288744379126,-0.395288744379126
"EMT",-0.395288744379126,0.395288744379126,-1,1,-0.395288744379126,0.661334502662083,-0.395288744379126,0.395288744379126,0.395288744379126,-0.395288744379126,-1,-0.395288744379126,-0.395288744379126,-1,-0.395288744379126,1,0.395288744379126,1,0.395288744379126,0.395288744379126
"ESRP1",1,-1,0.395288744379126,-0.395288744379126,1,-0.0566311090663386,1,-1,-1,1,0.395288744379126,1,1,0.395288744379126,1,-0.395288744379126,-1,-0.395288744379126,-1,-1
"EXTGFB",-0.0566311090663386,0.0566311090663386,-0.661334502662083,0.661334502662083,-0.0566311090663386,1,-0.0566311090663386,0.0566311090663386,0.0566311090663386,-0.0566311090663386,-0.661334502662083,-0.0566311090663386,-0.0566311090663386,-0.661334502662083,-0.0566311090663386,0.661334502662083,0.0566311090663386,0.661334502662083,0.0566311090663386,0.0566311090663386
"GRHL2",1,-1,0.395288744379126,-0.395288744379126,1,-0.0566311090663386,1,-1,-1,1,0.395288744379126,1,1,0.395288744379126,1,-0.395288744379126,-1,-0.395288744379126,-1,-1
"HA",-1,1,-0.395288744379126,0.395288744379126,-1,0.0566311090663386,-1,1,1,-1,-0.395288744379126,-1,-1,-0.395288744379126,-1,0.395288744379126,1,0.395288744379126,1,1
"HAS2",-1,1,-0.395288744379126,0.395288744379126,-1,0.0566311090663386,-1,1,1,-1,-0.395288744379126,-1,-1,-0.395288744379126,-1,0.395288744379126,1,0.395288744379126,1,1
"MIR1199",1,-1,0.395288744379126,-0.395288744379126,1,-0.0566311090663386,1,-1,-1,1,0.395288744379126,1,1,0.395288744379126,1,-0.395288744379126,-1,-0.395288744379126,-1,-1
"MIR129",0.395288744379126,-0.395288744379126,1,-1,0.395288744379126,-0.661334502662083,0.395288744379126,-0.395288744379126,-0.395288744379126,0.395288744379126,1,0.395288744379126,0.395288744379126,1,0.395288744379126,-1,-0.395288744379126,-1,-0.395288744379126,-0.395288744379126
"MIR190",1,-1,0.395288744379126,-0.395288744379126,1,-0.0566311090663386,1,-1,-1,1,0.395288744379126,1,1,0.395288744379126,1,-0.395288744379126,-1,-0.395288744379126,-1,-1
"MIR200",1,-1,0.395288744379126,-0.395288744379126,1,-0.0566311090663386,1,-1,-1,1,0.395288744379126,1,1,0.395288744379126,1,-0.395288744379126,-1,-0.395288744379126,-1,-1
"MIR34",0.395288744379126,-0.395288744379126,1,-1,0.395288744379126,-0.661334502662083,0.395288744379126,-0.395288744379126,-0.395288744379126,0.395288744379126,1,0.395288744379126,0.395288744379126,1,0.395288744379126,-1,-0.395288744379126,-1,-0.395288744379126,-0.395288744379126
"MIR340",1,-1,0.395288744379126,-0.395288744379126,1,-0.0566311090663386,1,-1,-1,1,0.395288744379126,1,1,0.395288744379126,1,-0.395288744379126,-1,-0.395288744379126,-1,-1
"SNAIL1",-0.395288744379126,0.395288744379126,-1,1,-0.395288744379126,0.661334502662083,-0.395288744379126,0.395288744379126,0.395288744379126,-0.395288744379126,-1,-0.395288744379126,-0.395288744379126,-1,-0.395288744379126,1,0.395288744379126,1,0.395288744379126,0.395288744379126
"TGFB",-1,1,-0.395288744379126,0.395288744379126,-1,0.0566311090663386,-1,1,1,-1,-0.395288744379126,-1,-1,-0.395288744379126,-1,0.395288744379126,1,0.395288744379126,1,1
"TWIST1",-0.395288744379126,0.395288744379126,-1,1,-0.395288744379126,0.661334502662083,-0.395288744379126,0.395288744379126,0.395288744379126,-0.395288744379126,-1,-0.395288744379126,-0.395288744379126,-1,-0.395288744379126,1,0.395288744379126,1,0.395288744379126,0.395288744379126
"VIM",-1,1,-0.395288744379126,0.395288744379126,-1,0.0566311090663386,-1,1,1,-1,-0.395288744379126,-1,-1,-0.395288744379126,-1,0.395288744379126,1,0.395288744379126,1,1
"ZEB1",-1,1,-0.395288744379126,0.395288744379126,-1,0.0566311090663386,-1,1,1,-1,-0.395288744379126,-1,-1,-0.395288744379126,-1,0.395288744379126,1,0.395288744379126,1,1
