"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.0914466262813523,-0.0914466262813522,1,-0.0145819071126951,1,-1,-1,1,0.0914466262813523,1,0.0914466262813523,0.772907132230308,1,-0.0914466262813522,-0.0914466262813522,-0.0914466262813522,-0.0914466262813522,-1
"CD44s",-1,1,-0.0914466262813523,0.0914466262813523,-1,0.0145819071126951,-1,1,1,-1,-0.0914466262813523,-1,-0.0914466262813523,-0.772907132230308,-1,0.0914466262813523,0.0914466262813523,0.0914466262813523,0.0914466262813523,1
"CDH1",0.0914466262813523,-0.0914466262813523,1,-1,0.0914466262813523,-0.000815711493828201,0.0914466262813523,-0.0914466262813523,-0.0914466262813523,0.0914466262813523,1,0.0914466262813523,1,0.318536304124531,0.0914466262813523,-1,-1,-1,-1,-0.0914466262813523
"EMT",-0.0914466262813522,0.0914466262813523,-1,1,-0.0914466262813522,0.000815711493828158,-0.0914466262813522,0.0914466262813523,0.0914466262813523,-0.0914466262813522,-1,-0.0914466262813522,-1,-0.318536304124531,-0.0914466262813522,1,1,1,1,0.0914466262813523
"ESRP1",1,-1,0.0914466262813523,-0.0914466262813522,1,-0.0145819071126951,1,-1,-1,1,0.0914466262813523,1,0.0914466262813523,0.772907132230308,1,-0.0914466262813522,-0.0914466262813522,-0.0914466262813522,-0.0914466262813522,-1
"EXTGFB",-0.0145819071126951,0.0145819071126951,-0.000815711493828201,0.000815711493828158,-0.0145819071126951,1,-0.0145819071126951,0.0145819071126951,0.0145819071126951,-0.0145819071126951,-0.000815711493828201,-0.0145819071126951,-0.000815711493828201,-0.0111868206265684,-0.0145819071126951,0.000815711493828158,0.000815711493828158,0.000815711493828158,0.000815711493828158,0.0145819071126951
"GRHL2",1,-1,0.0914466262813523,-0.0914466262813522,1,-0.0145819071126951,1,-1,-1,1,0.0914466262813523,1,0.0914466262813523,0.772907132230308,1,-0.0914466262813522,-0.0914466262813522,-0.0914466262813522,-0.0914466262813522,-1
"HA",-1,1,-0.0914466262813523,0.0914466262813523,-1,0.0145819071126951,-1,1,1,-1,-0.0914466262813523,-1,-0.0914466262813523,-0.772907132230308,-1,0.0914466262813523,0.0914466262813523,0.0914466262813523,0.0914466262813523,1
"HAS2",-1,1,-0.0914466262813523,0.0914466262813523,-1,0.0145819071126951,-1,1,1,-1,-0.0914466262813523,-1,-0.0914466262813523,-0.772907132230308,-1,0.0914466262813523,0.0914466262813523,0.0914466262813523,0.0914466262813523,1
"MIR1199",1,-1,0.0914466262813523,-0.0914466262813522,1,-0.0145819071126951,1,-1,-1,1,0.0914466262813523,1,0.0914466262813523,0.772907132230308,1,-0.0914466262813522,-0.0914466262813522,-0.0914466262813522,-0.0914466262813522,-1
