"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.465491038350721,-0.465491038350721,1,-0.110653013456223,1,-1,-1,1,0.465491038350721,1,0.465491038350721,0.465491038350721,1,-0.465491038350721,-0.465491038350721,-0.465491038350721,-0.465491038350721,-1
"CD44s",-1,1,-0.465491038350721,0.465491038350721,-1,0.110653013456223,-1,1,1,-1,-0.465491038350721,-1,-0.465491038350721,-0.465491038350721,-1,0.465491038350721,0.465491038350721,0.465491038350721,0.465491038350721,1
"CDH1",0.465491038350721,-0.465491038350721,1,-1,0.465491038350721,-0.330295186010985,0.465491038350721,-0.465491038350721,-0.465491038350721,0.465491038350721,1,0.465491038350721,1,1,0.465491038350721,-1,-1,-1,-1,-0.465491038350721
"EMT",-0.465491038350721,0.465491038350721,-1,1,-0.465491038350721,0.330295186010986,-0.465491038350721,0.465491038350721,0.465491038350721,-0.465491038350721,-1,-0.465491038350721,-1,-1,-0.465491038350721,1,1,1,1,0.465491038350721
"ESRP1",1,-1,0.465491038350721,-0.465491038350721,1,-0.110653013456223,1,-1,-1,1,0.465491038350721,1,0.465491038350721,0.465491038350721,1,-0.465491038350721,-0.465491038350721,-0.465491038350721,-0.465491038350721,-1
"EXTGFB",-0.110653013456223,0.110653013456223,-0.330295186010985,0.330295186010986,-0.110653013456223,1,-0.110653013456223,0.110653013456223,0.110653013456223,-0.110653013456223,-0.330295186010985,-0.110653013456223,-0.330295186010985,-0.330295186010985,-0.110653013456223,0.330295186010986,0.330295186010986,0.330295186010986,0.330295186010986,0.110653013456223
"GRHL2",1,-1,0.465491038350721,-0.465491038350721,1,-0.110653013456223,1,-1,-1,1,0.465491038350721,1,0.465491038350721,0.465491038350721,1,-0.465491038350721,-0.465491038350721,-0.465491038350721,-0.465491038350721,-1
"HA",-1,1,-0.465491038350721,0.465491038350721,-1,0.110653013456223,-1,1,1,-1,-0.465491038350721,-1,-0.465491038350721,-0.465491038350721,-1,0.465491038350721,0.465491038350721,0.465491038350721,0.465491038350721,1
"HAS2",-1,1,-0.465491038350721,0.465491038350721,-1,0.110653013456223,-1,1,1,-1,-0.465491038350721,-1,-0.465491038350721,-0.465491038350721,-1,0.465491038350721,0.465491038350721,0.465491038350721,0.465491038350721,1
"MIR1199",1,-1,0.465491038350721,-0.465491038350721,1,-0.110653013456223,1,-1,-1,1,0.465491038350721,1,0.465491038350721,0.465491038350721,1,-0.465491038350721,-0.465491038350721,-0.465491038350721,-0.465491038350721,-1
"MIR129",0.465491038350721,-0.465491038350721,1,-1,0.465491038350721,-0.330295186010985,0.465491038350721,-0.465491038350721,-0.465491038350721,0.465491038350721,1,0.465491038350721,1,1,0.465491038350721,-1,-1,-1,-1,-0.465491038350721
"MIR190",1,-1,0.465491038350721,-0.465491038350721,1,-0.110653013456223,1,-1,-1,1,0.465491038350721,1,0.465491038350721,0.465491038350721,1,-0.465491038350721,-0.465491038350721,-0.465491038350721,-0.465491038350721,-1
"MIR200",0.465491038350721,-0.465491038350721,1,-1,0.465491038350721,-0.330295186010985,0.465491038350721,-0.465491038350721,-0.465491038350721,0.465491038350721,1,0.465491038350721,1,1,0.465491038350721,-1,-1,-1,-1,-0.465491038350721
"MIR34",0.465491038350721,-0.465491038350721,1,-1,0.465491038350721,-0.330295186010985,0.465491038350721,-0.465491038350721,-0.465491038350721,0.465491038350721,1,0.465491038350721,1,1,0.465491038350721,-1,-1,-1,-1,-0.465491038350721
"MIR340",1,-1,0.465491038350721,-0.465491038350721,1,-0.110653013456223,1,-1,-1,1,0.465491038350721,1,0.465491038350721,0.465491038350721,1,-0.465491038350721,-0.465491038350721,-0.465491038350721,-0.465491038350721,-1
"SNAIL1",-0.465491038350721,0.465491038350721,-1,1,-0.465491038350721,0.330295186010986,-0.465491038350721,0.465491038350721,0.465491038350721,-0.465491038350721,-1,-0.465491038350721,-1,-1,-0.465491038350721,1,1,1,1,0.465491038350721
"TGFB",-0.465491038350721,0.465491038350721,-1,1,-0.465491038350721,0.330295186010986,-0.465491038350721,0.465491038350721,0.465491038350721,-0.465491038350721,-1,-0.465491038350721,-1,-1,-0.465491038350721,1,1,1,1,0.465491038350721
"TWIST1",-0.465491038350721,0.465491038350721,-1,1,-0.465491038350721,0.330295186010986,-0.465491038350721,0.465491038350721,0.465491038350721,-0.465491038350721,-1,-0.465491038350721,-1,-1,-0.465491038350721,1,1,1,1,0.465491038350721
"VIM",-0.465491038350721,0.465491038350721,-1,1,-0.465491038350721,0.330295186010986,-0.465491038350721,0.465491038350721,0.465491038350721,-0.465491038350721,-1,-0.465491038350721,-1,-1,-0.465491038350721,1,1,1,1,0.465491038350721
"ZEB1",-1,1,-0.465491038350721,0.465491038350721,-1,0.110653013456223,-1,1,1,-1,-0.465491038350721,-1,-0.465491038350721,-0.465491038350721,-1,0.465491038350721,0.465491038350721,0.465491038350721,0.465491038350721,1
