states,Avg0,SD0,frust0
'11101',0.020466666666666664,0.0003399346342395185,0.36363636363636365
'01110',0.10120000000000001,0.0013140268896284714,0.2727272727272727
'01111',0.0431,0.0012754084313139316,0.6363636363636364
'00111',0.12233333333333334,0.002043417616532543,0.36363636363636365
'10001',0.09936666666666667,0.002548637980482037,0.2727272727272727
'11001',0.05566666666666666,0.000249443825784931,0.18181818181818182
'10100',0.01916666666666667,0.002113974666094391,0.6363636363636364
'00011',0.051,0.000509901951359279,0.36363636363636365
'00000',0.004166666666666667,0.0002624669291337271,0.8181818181818182
'00110',0.05293333333333333,0.0023328570942563577,0.18181818181818182
'01000',0.016166666666666666,0.00046427960923947056,0.5454545454545454
'00010',0.021066666666666664,0.000703957069398096,0.36363636363636365
'11100',0.05366666666666667,0.0006342099196813491,0.36363636363636365
'10000',0.04146666666666667,0.0005557777333511032,0.6363636363636364
'11000',0.11943333333333334,0.0003858612300930058,0.36363636363636365
'01101',0.016466666666666668,0.00026246692913372703,0.5454545454545454
'01011',0.017733333333333334,0.001249888883950179,0.6363636363636364
'00101',0.006599999999999999,0.00021602468994692857,0.6363636363636364
'01010',0.0238,0.0018184242262647813,0.45454545454545453
'01001',0.007500000000000001,0.0007874007874011813,0.36363636363636365
'10010',0.017233333333333333,0.001007747763855398,0.5454545454545454
'11011',0.002433333333333334,0.00026246692913372703,0.8181818181818182
'11110',0.004033333333333333,0.00012472191289246464,0.45454545454545453
'10101',0.0241,0.0009092121131323906,0.45454545454545453
'10011',0.008666666666666668,0.0004784233364802442,0.5454545454545454
'10110',0.007633333333333333,0.00020548046676563275,0.36363636363636365
'10111',0.017,0.0009092121131323907,0.5454545454545454
'11010',0.005866666666666667,0.0010656244908763852,0.6363636363636364
'11111',0.0051,0.00021602468994692884,0.8181818181818182
'01100',0.008833333333333334,0.00112644968324772,0.5454545454545454
'00001',0.0038999999999999994,0.0002943920288775948,0.45454545454545453
'00100',0.0019,8.164965809277264e-5,0.8181818181818182
