"EdgeList","Nature","Cycles","Edge_count"
"ZEB2,ZEB2","P","ZEB2",1
"GSC,SNAI1;GSC,ZEB2;SNAI1,ZEB2","P","SNAI1,GSC,ZEB2",3
"GSC,TWIST1;GSC,ZEB2;TWIST1,ZEB2","P","TWIST1,GSC,ZEB2",3
"FOXC2,ZEB1;GSC,ZEB1;GSC,FOXC2","P","FOXC2,ZEB1,GSC",3
"ZEB1,CDH1;GSC,ZEB1;GSC,ZEB2;ZEB2,CDH1","P","CDH1,ZEB1,GSC,ZEB2",4
"ZEB1,VIM;GSC,ZEB1;GSC,ZEB2;ZEB2,VIM","P","VIM,ZEB1,GSC,ZEB2",4
"miR-141,ZEB1;GSC,ZEB1;GSC,ZEB2;miR-141,ZEB2","P","miR-141,ZEB1,GSC,ZEB2",4
"ZEB1,miR-141;GSC,ZEB1;GSC,ZEB2;miR-141,ZEB2","P","miR-141,ZEB1,GSC,ZEB2",4
"miR-200b,ZEB1;GSC,ZEB1;GSC,ZEB2;ZEB2,miR-200b","P","miR-200b,ZEB1,GSC,ZEB2",4
"ZEB1,miR-200b;GSC,ZEB1;GSC,ZEB2;ZEB2,miR-200b","P","miR-200b,ZEB1,GSC,ZEB2",4
"miR-200b,ZEB1;GSC,ZEB1;GSC,ZEB2;miR-200b,ZEB2","P","miR-200b,ZEB1,GSC,ZEB2",4
"ZEB1,miR-200b;GSC,ZEB1;GSC,ZEB2;miR-200b,ZEB2","P","miR-200b,ZEB1,GSC,ZEB2",4
"miR-200c,ZEB1;GSC,ZEB1;GSC,ZEB2;ZEB2,miR-200c","P","miR-200c,ZEB1,GSC,ZEB2",4
"ZEB1,miR-200c;GSC,ZEB1;GSC,ZEB2;ZEB2,miR-200c","P","miR-200c,ZEB1,GSC,ZEB2",4
"miR-200c,ZEB1;GSC,ZEB1;GSC,ZEB2;miR-200c,ZEB2","P","miR-200c,ZEB1,GSC,ZEB2",4
"ZEB1,miR-200c;GSC,ZEB1;GSC,ZEB2;miR-200c,ZEB2","P","miR-200c,ZEB1,GSC,ZEB2",4
"miR-200a,ZEB1;GSC,ZEB1;GSC,ZEB2;ZEB2,miR-200a","P","miR-200a,ZEB1,GSC,ZEB2",4
"ZEB1,miR-200a;GSC,ZEB1;GSC,ZEB2;ZEB2,miR-200a","P","miR-200a,ZEB1,GSC,ZEB2",4
"miR-200a,ZEB1;GSC,ZEB1;GSC,ZEB2;miR-200a,ZEB2","P","miR-200a,ZEB1,GSC,ZEB2",4
"ZEB1,miR-200a;GSC,ZEB1;GSC,ZEB2;miR-200a,ZEB2","P","miR-200a,ZEB1,GSC,ZEB2",4
"ZEB1,ZEB1","P","ZEB1",1
"miR-101,ZEB1;GSC,ZEB1;GSC,ZEB2;miR-101,ZEB2","P","miR-101,ZEB1,GSC,ZEB2",4
"SNAI1,ZEB1;GSC,ZEB1;GSC,SNAI1","P","SNAI1,ZEB1,GSC",3
"miR-205,ZEB1;GSC,ZEB1;GSC,ZEB2;miR-205,ZEB2","P","miR-205,ZEB1,GSC,ZEB2",4
"TWIST2,ZEB1;GSC,ZEB1;GSC,ZEB2;TWIST2,ZEB2","P","TWIST2,ZEB1,GSC,ZEB2",4
"TWIST1,ZEB1;GSC,ZEB1;GSC,TWIST1","P","TWIST1,ZEB1,GSC",3
