"","GRHL2","OVOL2","miR200","ZEB"
"miR200",0.603230086495298,0.261718996466046,0.261718996466046,-0.628324664048892
"GRHL2",0.603230086495298,0.261718996466046,0.261718996466046,-0.628324664048892
"OVOL2",-0.24756805306982,-0.1213636261268,-0.1213636261268,0.261718996466046
"ZEB",-0.628324664048892,-0.26934670815254,-0.26934670815254,0.551108053498948
