"","ZEB","SNAIL","OVOL2","miR200","GRHL2"
"ZEB",0.176181201801259,0,-0.134938857133173,-0.134938857133173,0.275890834423402
"SNAIL",0.301100611205813,0,-0.169959089032977,-0.269959089032977,0.301124528928845
"OVOL2",-0.0827397035475097,0,-0.0352155168450576,-0.0352155168450576,-0.083552711677591
"miR200",-0.275890834423402,0,0.135613014436544,0.135613014436544,-0.276254470787039
"GRHL2",-0.275890834423402,0,0.135613014436544,0.135613014436544,-0.276254470787039
