"","GRHL2","OVOL2","miR200","ZEB"
"miR200",0.470357465491927,0.215234164373375,-0.207010814119567,-0.476172253718776
"GRHL2",0.470357465491927,0.215234164373375,-0.207010814119567,-0.476172253718776
"OVOL2",0.117169544394933,-0.0194721371066226,-0.0737154154585582,-0.114760980612596
"ZEB",-0.476172253718776,-0.215234164373375,0.215234164373375,0.383397945065788
