"","OVOL2","GRHL2","miR200","ZEB"
"miR200",0.685400534197419,0.685400534197419,0.299852371064729,-0.728767577623951
"GRHL2",0.685400534197419,0.685400534197419,0.299852371064729,-0.728767577623951
"OVOL2",0.299852371064729,0.299852371064729,0.0556525959923905,-0.315832186035292
"ZEB",-0.728767577623951,-0.728767577623951,-0.315832186035292,0.668767577623951
