"","miR200","GRHL2","OVOL2","ZEB"
"miR200",0.682115241438674,0.682115241438674,0.314620000411856,-0.723315241438674
"GRHL2",0.682115241438674,0.682115241438674,0.314620000411856,-0.723315241438674
"OVOL2",0.314620000411856,0.314620000411856,0.0585282514687145,-0.330133126903502
"ZEB",-0.723315241438674,-0.723315241438674,-0.330133126903502,0.662123615029656
