"","ZEB","SNAIL","OVOL2","miR200","GRHL2"
"ZEB",0.662123615029656,0,-0.330133126903502,-0.723315241438674,-0.723315241438674
"SNAIL",0.741743409218565,0,-0.344975527218853,-0.798153665628821,-0.698153665628822
"OVOL2",-0.330133126903502,0,0.0585282514687145,0.314620000411856,0.314620000411856
"miR200",-0.723315241438674,0,0.314620000411856,0.682115241438674,0.682115241438674
"GRHL2",-0.723315241438674,0,0.314620000411856,0.682115241438674,0.682115241438674
