"","GRHL2","OVOL2","miR200","ZEB"
"miR200",0.557210044732593,0.265889404712934,0.265889404712934,-0.57456541663342
"GRHL2",0.557210044732593,0.265889404712934,0.265889404712934,-0.57456541663342
"OVOL2",0.146009028297801,-0.00576368217307144,-0.00576368217307144,-0.145846426671785
"ZEB",-0.57456541663342,-0.271139660075549,-0.271139660075549,0.491949585298992
