"","ZEB","SNAIL","OVOL2","miR200","GRHL2"
"ZEB",0.234170499581934,0,-0.160674157303371,-0.160674157303371,-0.333046904076316
"SNAIL",0.141719143789955,0,-0.0943765155780629,-0.194376515578063,-0.141216871606266
"OVOL2",-0.194970245305815,0,0.0128606976291629,0.0128606976291629,0.194157237175733
"miR200",0.333046904076316,0,-0.16,-0.16,-0.331228722258134
"GRHL2",-0.333046904076316,0,0.16,0.16,0.331228722258134
