"","OVOL2","GRHL2","miR200","ZEB"
"miR200",0.699671309083074,0.66682521336647,0.18509657009657,-0.705139262953246
"GRHL2",0.699671309083074,0.66682521336647,0.18509657009657,-0.705139262953246
"OVOL2",0.496939899552548,0.346364600288016,-0.0939139340585876,-0.36349689888373
"ZEB",-0.741612064956414,-0.705139262953246,-0.190510257532729,0.639011248813618
