"","GRHL2","miR200","OVOL2","ZEB"
"miR200",0.396903009631745,0.356646588705412,-0.189884233413645,-0.403283174921001
"GRHL2",0.396903009631745,0.356646588705412,-0.189884233413645,-0.403283174921001
"OVOL2",0.108369383552223,0.00715116244014001,-0.10425977599002,-0.109152827750302
"ZEB",-0.403283174921001,-0.362019418123186,0.192397001544391,0.307966926972509
