"","ZEB","SNAIL","miR200","GRHL2"
"ZEB",0.171712662507667,0,0.271566249623334,-0.271566249623334
"SNAIL",0.299609375,0,0.19921875,-0.29921875
"miR200",-0.271566249623334,0,-0.271272994491369,0.271272994491369
"GRHL2",-0.271566249623334,0,-0.271272994491369,0.271272994491369
