"","ZEB","SNAIL","miR200","GRHL2"
"ZEB",0.171712662507667,0,-0.271566249623334,-0.271566249623334
"SNAIL",0.1,0,-0.2,-0.1
"miR200",0.271566249623334,0,-0.271272994491369,-0.271272994491369
"GRHL2",-0.271566249623334,0,0.271272994491369,0.271272994491369
