"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
6,1.5,16,6.91666666666667,7,"grhlovoloctnrf_1"
14,3.83333333333333,8,4.58333333333333,5,"grhlovoloctnrf_10"
9,2.5,13,5.91666666666667,7,"grhlovoloctnrf_100"
12,3.08333333333333,10,5.33333333333333,5,"grhlovoloctnrf_101"
9,3.08333333333333,13,5.33333333333333,5,"grhlovoloctnrf_102"
8,2.41666666666667,14,6,7,"grhlovoloctnrf_103"
6,1.5,16,6.91666666666667,6,"grhlovoloctnrf_104"
15,4.25,7,4.16666666666667,4,"grhlovoloctnrf_105"
13,3.58333333333333,9,4.83333333333333,5,"grhlovoloctnrf_106"
12,3.83333333333333,10,4.58333333333333,4,"grhlovoloctnrf_107"
8,2.08333333333333,14,6.33333333333333,6,"grhlovoloctnrf_108"
11,3.08333333333333,11,5.33333333333333,6,"grhlovoloctnrf_109"
12,3.16666666666667,10,5.25,5,"grhlovoloctnrf_11"
10,2.58333333333333,12,5.83333333333333,6,"grhlovoloctnrf_110"
14,4.41666666666667,8,4,4,"grhlovoloctnrf_111"
9,3,13,5.41666666666667,5,"grhlovoloctnrf_112"
8,2,14,6.41666666666667,6,"grhlovoloctnrf_113"
14,3.83333333333333,8,4.58333333333333,4,"grhlovoloctnrf_114"
13,4.16666666666667,9,4.25,4,"grhlovoloctnrf_115"
6,1.5,16,6.91666666666667,7,"grhlovoloctnrf_116"
9,2.5,13,5.91666666666667,7,"grhlovoloctnrf_117"
12,3.16666666666667,10,5.25,6,"grhlovoloctnrf_118"
11,3.5,11,4.91666666666667,5,"grhlovoloctnrf_119"
1,1,21,7.41666666666667,7,"grhlovoloctnrf_12"
8,2.33333333333333,14,6.08333333333333,7,"grhlovoloctnrf_120"
4,1,18,7.41666666666667,7,"grhlovoloctnrf_121"
13,3.5,9,4.91666666666667,6,"grhlovoloctnrf_122"
9,2.41666666666667,13,6,6,"grhlovoloctnrf_123"
15,5.41666666666667,7,3,3,"grhlovoloctnrf_124"
7,1.75,15,6.66666666666667,6,"grhlovoloctnrf_125"
8,3.08333333333333,14,5.33333333333333,6,"grhlovoloctnrf_126"
9,3.08333333333333,13,5.33333333333333,5,"grhlovoloctnrf_127"
12,4.5,10,3.91666666666667,3,"grhlovoloctnrf_128"
1,0.25,21,8.16666666666667,8,"grhlovoloctnrf_129"
9,2.5,13,5.91666666666667,6,"grhlovoloctnrf_13"
13,3.58333333333333,9,4.83333333333333,5,"grhlovoloctnrf_130"
11,3.08333333333333,11,5.33333333333333,6,"grhlovoloctnrf_131"
8,2.16666666666667,14,6.25,7,"grhlovoloctnrf_132"
8,2.25,14,6.16666666666667,6,"grhlovoloctnrf_133"
13,4.33333333333333,9,4.08333333333333,4,"grhlovoloctnrf_134"
7,2.5,15,5.91666666666667,5,"grhlovoloctnrf_135"
12,4.08333333333333,10,4.33333333333333,4,"grhlovoloctnrf_136"
3,1.5,19,6.91666666666667,7,"grhlovoloctnrf_137"
12,3.16666666666667,10,5.25,6,"grhlovoloctnrf_138"
14,3.75,8,4.66666666666667,5,"grhlovoloctnrf_139"
12,4.08333333333333,10,4.33333333333333,5,"grhlovoloctnrf_14"
7,1.83333333333333,15,6.58333333333333,7,"grhlovoloctnrf_140"
12,3.16666666666667,10,5.25,6,"grhlovoloctnrf_141"
17,4.75,5,3.66666666666667,4,"grhlovoloctnrf_142"
17,4.75,5,3.66666666666667,4,"grhlovoloctnrf_143"
9,2.41666666666667,13,6,6,"grhlovoloctnrf_144"
11,3.08333333333333,11,5.33333333333333,6,"grhlovoloctnrf_145"
10,2.75,12,5.66666666666667,6,"grhlovoloctnrf_146"
9,2.41666666666667,13,6,6,"grhlovoloctnrf_147"
12,3.33333333333333,10,5.08333333333333,5,"grhlovoloctnrf_148"
14,5.08333333333333,8,3.33333333333333,3,"grhlovoloctnrf_149"
10,3.41666666666667,12,5,5,"grhlovoloctnrf_15"
10,3.41666666666667,12,5,5,"grhlovoloctnrf_150"
13,4.75,9,3.66666666666667,3,"grhlovoloctnrf_151"
9,2.5,13,5.91666666666667,7,"grhlovoloctnrf_152"
2,0.5,20,7.91666666666667,7,"grhlovoloctnrf_153"
14,4.41666666666667,8,4,5,"grhlovoloctnrf_154"
12,3.41666666666667,10,5,4,"grhlovoloctnrf_155"
9,3.75,13,4.66666666666667,4,"grhlovoloctnrf_156"
10,2.75,12,5.66666666666667,5,"grhlovoloctnrf_157"
13,4.16666666666667,9,4.25,5,"grhlovoloctnrf_158"
16,4.41666666666667,6,4,4,"grhlovoloctnrf_159"
15,4.83333333333333,7,3.58333333333333,5,"grhlovoloctnrf_16"
11,2.91666666666667,11,5.5,6,"grhlovoloctnrf_160"
11,3.75,11,4.66666666666667,5,"grhlovoloctnrf_161"
7,2.08333333333333,15,6.33333333333333,7,"grhlovoloctnrf_162"
11,3.91666666666667,11,4.5,5,"grhlovoloctnrf_163"
14,3.83333333333333,8,4.58333333333333,6,"grhlovoloctnrf_164"
11,3.66666666666667,11,4.75,5,"grhlovoloctnrf_165"
18,5.16666666666667,4,3.25,4,"grhlovoloctnrf_166"
5,1.33333333333333,17,7.08333333333333,7,"grhlovoloctnrf_167"
10,2.75,12,5.66666666666667,6,"grhlovoloctnrf_168"
4,1.25,18,7.16666666666667,7,"grhlovoloctnrf_169"
12,3.16666666666667,10,5.25,5,"grhlovoloctnrf_17"
9,2.5,13,5.91666666666667,8,"grhlovoloctnrf_170"
8,2.75,14,5.66666666666667,5,"grhlovoloctnrf_171"
10,2.83333333333333,12,5.58333333333333,8,"grhlovoloctnrf_172"
12,3.16666666666667,10,5.25,5,"grhlovoloctnrf_173"
5,1.25,17,7.16666666666667,7,"grhlovoloctnrf_174"
9,2.58333333333333,13,5.83333333333333,7,"grhlovoloctnrf_175"
8,2.16666666666667,14,6.25,6,"grhlovoloctnrf_176"
6,1.5,16,6.91666666666667,7,"grhlovoloctnrf_177"
8,2.16666666666667,14,6.25,8,"grhlovoloctnrf_178"
17,4.75,5,3.66666666666667,4,"grhlovoloctnrf_179"
4,1,18,7.41666666666667,7,"grhlovoloctnrf_18"
8,2.25,14,6.16666666666667,7,"grhlovoloctnrf_180"
5,2,17,6.41666666666667,6,"grhlovoloctnrf_181"
4,1.75,18,6.66666666666667,6,"grhlovoloctnrf_182"
9,2.5,13,5.91666666666667,6,"grhlovoloctnrf_183"
10,3.25,12,5.16666666666667,4,"grhlovoloctnrf_184"
7,2.08333333333333,15,6.33333333333333,6,"grhlovoloctnrf_185"
5,2.08333333333333,17,6.33333333333333,6,"grhlovoloctnrf_186"
10,2.75,12,5.66666666666667,7,"grhlovoloctnrf_187"
8,2.25,14,6.16666666666667,5,"grhlovoloctnrf_188"
8,2.16666666666667,14,6.25,8,"grhlovoloctnrf_189"
2,0.5,20,7.91666666666667,7,"grhlovoloctnrf_19"
13,3.58333333333333,9,4.83333333333333,6,"grhlovoloctnrf_190"
11,2.91666666666667,11,5.5,5,"grhlovoloctnrf_191"
9,2.41666666666667,13,6,7,"grhlovoloctnrf_192"
12,3.41666666666667,10,5,5,"grhlovoloctnrf_193"
6,1.58333333333333,16,6.83333333333333,6,"grhlovoloctnrf_194"
15,4.75,7,3.66666666666667,4,"grhlovoloctnrf_195"
9,3.08333333333333,13,5.33333333333333,5,"grhlovoloctnrf_196"
11,2.83333333333333,11,5.58333333333333,6,"grhlovoloctnrf_197"
4,1.75,18,6.66666666666667,6,"grhlovoloctnrf_198"
10,2.91666666666667,12,5.5,6,"grhlovoloctnrf_199"
7,1.75,15,6.66666666666667,6,"grhlovoloctnrf_2"
10,2.66666666666667,12,5.75,6,"grhlovoloctnrf_20"
3,0.833333333333333,19,7.58333333333333,8,"grhlovoloctnrf_200"
6,1.5,16,6.91666666666667,7,"grhlovoloctnrf_201"
11,3.16666666666667,11,5.25,6,"grhlovoloctnrf_202"
14,3.83333333333333,8,4.58333333333333,4,"grhlovoloctnrf_203"
12,3.16666666666667,10,5.25,6,"grhlovoloctnrf_204"
9,2.58333333333333,13,5.83333333333333,7,"grhlovoloctnrf_205"
