"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
6,2,8,3.16666666666667,5,"SIL_1"
5,1.66666666666667,9,3.5,7,"SIL_10"
6,1.91666666666667,8,3.25,5,"SIL_100"
7,2.16666666666667,7,3,4,"SIL_101"
7,2.25,7,2.91666666666667,6,"SIL_102"
8,2.5,6,2.66666666666667,4,"SIL_103"
8,2.5,6,2.66666666666667,3,"SIL_104"
4,1.25,10,3.91666666666667,6,"SIL_105"
7,2.25,7,2.91666666666667,4,"SIL_106"
5,1.58333333333333,9,3.58333333333333,5,"SIL_107"
5,1.58333333333333,9,3.58333333333333,6,"SIL_108"
4,1.33333333333333,10,3.83333333333333,6,"SIL_109"
5,1.5,9,3.66666666666667,5,"SIL_11"
5,2.33333333333333,9,2.83333333333333,5,"SIL_110"
3,1,11,4.16666666666667,7,"SIL_111"
4,1.33333333333333,10,3.83333333333333,6,"SIL_112"
7,2.33333333333333,7,2.83333333333333,4,"SIL_113"
8,3.16666666666667,6,2,4,"SIL_114"
3,1.66666666666667,11,3.5,5,"SIL_115"
10,3.91666666666667,4,1.25,3,"SIL_116"
4,1.91666666666667,10,3.25,5,"SIL_117"
6,2.66666666666667,8,2.5,3,"SIL_118"
6,1.91666666666667,8,3.25,5,"SIL_119"
6,1.91666666666667,8,3.25,5,"SIL_12"
6,2,8,3.16666666666667,5,"SIL_120"
5,1.58333333333333,9,3.58333333333333,4,"SIL_121"
5,1.58333333333333,9,3.58333333333333,6,"SIL_122"
4,1.25,10,3.91666666666667,6,"SIL_123"
6,2,8,3.16666666666667,5,"SIL_124"
7,2.25,7,2.91666666666667,5,"SIL_125"
7,2.33333333333333,7,2.83333333333333,4,"SIL_126"
8,2.58333333333333,6,2.58333333333333,5,"SIL_127"
7,2.33333333333333,7,2.83333333333333,5,"SIL_128"
10,3.91666666666667,4,1.25,3,"SIL_129"
8,3.16666666666667,6,2,4,"SIL_13"
9,3.58333333333333,5,1.58333333333333,4,"SIL_130"
8,2.5,6,2.66666666666667,4,"SIL_131"
9,3.5,5,1.66666666666667,2,"SIL_132"
6,1.91666666666667,8,3.25,5,"SIL_133"
9,2.91666666666667,5,2.25,3,"SIL_134"
7,2.16666666666667,7,3,4,"SIL_135"
9,3.58333333333333,5,1.58333333333333,4,"SIL_136"
7,2.16666666666667,7,3,5,"SIL_137"
8,3.33333333333333,6,1.83333333333333,3,"SIL_138"
4,1.33333333333333,10,3.83333333333333,7,"SIL_139"
9,3.5,5,1.66666666666667,2,"SIL_14"
4,1.91666666666667,10,3.25,5,"SIL_140"
8,2.58333333333333,6,2.58333333333333,5,"SIL_141"
6,1.91666666666667,8,3.25,6,"SIL_142"
7,2.16666666666667,7,3,5,"SIL_143"
