"Network","JSD"
"miR145_OCT4_2_0",0.167433239168335
"miR145_OCT4_2_1",1
"miR145_ZEB_2_0",0.194783462101721
"miR145_ZEB_2_1",0.202954642598287
"miR200_ZEB_2_0",0.072090803080508
"miR200_ZEB_2_1",0.0713325164339896
"OCT4_miR145_2_0",0.180553024844142
"OCT4_miR145_2_1",0.180739287230061
"OCT4_miR200_1_0",0.100281525842101
"OCT4_miR200_1_2",0.370625164609226
"SNAIL_miR200_2_0",0.19779200675658
"SNAIL_miR200_2_1",0.675978004618143
"SNAIL_ZEB_1_0",0.00429733787091587
"SNAIL_ZEB_1_2",0.0117600339147383
"wild",0
"ZEB_miR145_2_0",0.0127777264969712
"ZEB_miR145_2_1",0.0361699440349188
"ZEB_miR200_2_0",0.0704272099329019
"ZEB_miR200_2_1",0.515655062718284
"ZEB_ZEB_1_0",0.267234529067706
"ZEB_ZEB_1_2",0.267932936690969
