states,coherence
'10001',0.2
'01010',0.29
'00100',0.2
'11011',0.2
'10101',0.3
'01100',0.3
'11001',0.08
'01110',0.2
'10011',0.3
'00110',0.09
'11100',0.51
'00011',0.51
