,states,coherence
0,'111010100111',0.5708333333333333
1,'000011001011',0.5791666666666667
2,'110010100111',0.5933333333333334
3,'000101011000',0.54
4,'110100110100',0.54
5,'110011100011',0.6108333333333333
6,'001011001011',0.5316666666666666
7,'111011100011',0.5716666666666667
8,'111100110100',0.5766666666666667
9,'001101011000',0.5983333333333334
10,'001100011100',0.5983333333333334
11,'000100011100',0.5733333333333334
12,'001011011010',0.6066666666666667
13,'001110011100',0.5883333333333334
14,'110100100101',0.5991666666666666
15,'110001100011',0.5858333333333333
16,'001111011000',0.5441666666666667
17,'001110001101',0.30583333333333335
18,'000110001100',0.3566666666666667
19,'110000100111',0.5391666666666667
20,'111100110101',0.6241666666666666
21,'000110001101',0.31083333333333335
22,'000011001010',0.62
23,'111011110010',0.26916666666666667
24,'000100001101',0.28583333333333333
25,'111001110011',0.36
26,'111001110010',0.32416666666666666
27,'110001110010',0.30833333333333335
