"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0267492377831845,-0.0409785598393383,-0.429229713165562,-0.355499941880315,1,-0.0389711529279619,-1,0.355499941880315,0.0409785598393383,0.462095724646292
"GRHL2",1,1,-0.0267492377831845,-0.0409785598393383,-0.429229713165562,-0.355499941880315,1,-0.0389711529279619,-1,0.355499941880315,0.0409785598393383,0.462095724646292
"Iext",-0.0267492377831845,-0.0267492377831845,1,0.268155125641223,-0.0616040079548744,0.00170423296051214,-0.0267492377831845,0.594710764447015,0.0267492377831845,-0.00170423296051214,-0.268155125641223,-0.171591185667014
"KEAP1",-0.0409785598393383,-0.0409785598393383,0.268155125641223,1,-0.529799874541735,-0.438844228360376,-0.0409785598393383,0.596112964120852,0.0409785598393383,0.438844228360376,-1,-0.356905868771915
"NRF2",-0.429229713165562,-0.429229713165562,-0.0616040079548744,-0.529799874541735,1,0.277169764156847,-0.429229713165562,-0.466893199117795,0.429229713165561,-0.277169764156847,0.529799874541735,0.0437734674953662
"OCT4",-0.355499941880315,-0.355499941880315,0.00170423296051214,-0.438844228360376,0.277169764156847,1,-0.355499941880315,-0.0349577927239969,0.355499941880315,-1,0.438844228360376,-0.144147082059127
"OVOL2",1,1,-0.0267492377831845,-0.0409785598393383,-0.429229713165562,-0.355499941880315,1,-0.0389711529279619,-1,0.355499941880315,0.0409785598393383,0.462095724646292
"SNAIL",-0.0389711529279619,-0.0389711529279619,0.594710764447015,0.596112964120852,-0.466893199117795,-0.0349577927239969,-0.0389711529279619,1,0.0389711529279619,0.0349577927239969,-0.596112964120852,-0.576880353290051
"ZEB",-1,-1,0.0267492377831845,0.0409785598393383,0.429229713165561,0.355499941880315,-1,0.0389711529279619,1,-0.355499941880315,-0.0409785598393383,-0.462095724646292
"miR145",0.355499941880315,0.355499941880315,-0.00170423296051214,0.438844228360376,-0.277169764156847,-1,0.355499941880315,0.0349577927239969,-0.355499941880315,1,-0.438844228360376,0.144147082059127
"miR200",0.0409785598393383,0.0409785598393383,-0.268155125641223,-1,0.529799874541735,0.438844228360376,0.0409785598393383,-0.596112964120852,-0.0409785598393383,-0.438844228360376,1,0.356905868771915
"miR34",0.462095724646292,0.462095724646292,-0.171591185667014,-0.356905868771915,0.0437734674953662,-0.144147082059127,0.462095724646292,-0.576880353290051,-0.462095724646292,0.144147082059127,0.356905868771915,1
