,states,coherence
0,'000111001001',0.4633333333333333
1,'001101011000',0.6925
2,'110000110110',0.44083333333333335
3,'111010100111',0.6516666666666666
4,'000101011000',0.6483333333333333
5,'111011100011',0.45166666666666666
6,'001111001001',0.4475
7,'110100110100',0.5125
8,'000010001111',0.4766666666666667
9,'111100110100',0.5391666666666667
10,'000011001011',0.5483333333333333
11,'001011001011',0.5025
12,'110010100111',0.695
13,'000100011100',0.44416666666666665
14,'110011100011',0.49916666666666665
15,'111000110110',0.4475
16,'111101110000',0.45916666666666667
17,'001010001111',0.43083333333333335
18,'001100011100',0.4925
19,'110101110000',0.43083333333333335
20,'000101001001',0.46
21,'110000100111',0.68
22,'000111001000',0.4841666666666667
23,'111101110001',0.49916666666666665
24,'001111011000',0.6716666666666666
25,'000011001010',0.53
26,'111000110111',0.4791666666666667
27,'001010011110',0.5608333333333333
28,'110101100001',0.555
29,'000010001110',0.5141666666666667
30,'111100110101',0.5266666666666666
31,'111010110110',0.4525
32,'001110011100',0.43833333333333335
33,'110001100011',0.43666666666666665
