,states,coherence
0,'000011001011',0.6008333333333333
1,'111010100111',0.5041666666666667
2,'000101011000',0.5191666666666667
3,'001101011000',0.5466666666666666
4,'001011001011',0.5908333333333333
5,'111011100011',0.545
6,'110011100011',0.5841666666666666
7,'001100011100',0.5733333333333334
8,'111100110100',0.5991666666666666
9,'110100110100',0.57
10,'000111001011',0.4875
11,'110010100111',0.5416666666666666
12,'001111001011',0.47333333333333333
13,'000100011100',0.53
14,'111000110100',0.46416666666666667
15,'001010001111',0.23083333333333333
16,'111001110000',0.16583333333333333
17,'110000110100',0.4791666666666667
18,'000010001111',0.2625
19,'001110001111',0.14833333333333334
20,'111101110000',0.25833333333333336
21,'110101110000',0.2175
22,'000110001111',0.175
23,'110001110000',0.17333333333333334
24,'000011001010',0.6475
25,'111000110101',0.5108333333333334
26,'001010011100',0.6175
27,'001111011010',0.4
28,'001101011010',0.4816666666666667
29,'111100110101',0.6458333333333334
30,'000110001100',0.3333333333333333
31,'110010100101',0.5091666666666667
32,'001110011100',0.5058333333333334
33,'001011011010',0.5241666666666667
34,'000111001010',0.5016666666666667
35,'000100001101',0.335
36,'000101001011',0.5275
37,'110101100011',0.6283333333333333
38,'000010001100',0.46
39,'111101110010',0.41
40,'110100100101',0.5508333333333333
41,'111010110100',0.52
42,'111011110010',0.3408333333333333
43,'111101110011',0.4608333333333333
44,'111001110010',0.2966666666666667
45,'110001100011',0.4925
46,'000110001101',0.2966666666666667
47,'110000100101',0.4008333333333333
48,'000010001101',0.41833333333333333
49,'111001110011',0.3283333333333333
50,'001011011000',0.5933333333333334
51,'110000100111',0.4525
52,'001111011000',0.44083333333333335
53,'000100001111',0.19333333333333333
54,'000101011010',0.44666666666666666
55,'110100100111',0.5766666666666667
56,'110101110010',0.3933333333333333
57,'111001110001',0.19166666666666668
58,'000010001110',0.24583333333333332
59,'111010100101',0.4483333333333333
60,'001010001101',0.39166666666666666
61,'110001110010',0.2866666666666667
62,'111011110000',0.18833333333333332
63,'001110001101',0.285
64,'111101110001',0.25833333333333336
65,'000110001110',0.17916666666666667
