"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,-1,-0.0921109267443856,-0.128355862005779,-0.340608420036175,-0.443732179995555,1,-0.157189489893443,-1,0.443732179995555,0.128355862005779,0.541851692343324
"GRHL2",-1,1,0.0921109267443856,0.128355862005779,0.340608420036175,0.443732179995555,-1,0.157189489893443,1,-0.443732179995555,-0.128355862005779,-0.541851692343324
"Iext",-0.0921109267443856,0.0921109267443856,1,0.268521606862454,-0.0438521639725003,0.00280396739072266,-0.0921109267443856,0.59651563540662,0.0921109267443856,-0.00280396739072266,-0.268521606862454,-0.211853629391591
"KEAP1",-0.128355862005779,0.128355862005779,0.268521606862454,1,-0.531037023483265,-0.427912540248139,-0.128355862005779,0.603123038038465,0.128355862005779,0.427912540248139,-1,-0.392268874590403
"NRF2",-0.340608420036175,0.340608420036175,-0.0438521639725003,-0.531037023483265,1,0.285742324418368,-0.340608420036175,-0.447336308205205,0.340608420036175,-0.285742324418368,0.531037023483265,0.0626741692317863
"OCT4",-0.443732179995555,0.443732179995555,0.00280396739072266,-0.427912540248139,0.285742324418368,1,-0.443732179995555,-0.0310360797634956,0.443732179995555,-1,0.427912540248139,-0.179817449070488
"OVOL2",1,-1,-0.0921109267443856,-0.128355862005779,-0.340608420036175,-0.443732179995555,1,-0.157189489893443,-1,0.443732179995555,0.128355862005779,0.541851692343324
"SNAIL",-0.157189489893443,0.157189489893443,0.59651563540662,0.603123038038465,-0.447336308205205,-0.0310360797634956,-0.157189489893443,1,0.157189489893443,0.0310360797634956,-0.603123038038465,-0.615337770637371
"ZEB",-1,1,0.0921109267443856,0.128355862005779,0.340608420036175,0.443732179995555,-1,0.157189489893443,1,-0.443732179995555,-0.128355862005779,-0.541851692343324
"miR145",0.443732179995555,-0.443732179995555,-0.00280396739072266,0.427912540248139,-0.285742324418368,-1,0.443732179995555,0.0310360797634956,-0.443732179995555,1,-0.427912540248139,0.179817449070488
"miR200",0.128355862005779,-0.128355862005779,-0.268521606862454,-1,0.531037023483265,0.427912540248139,0.128355862005779,-0.603123038038465,-0.128355862005779,-0.427912540248139,1,0.392268874590403
"miR34",0.541851692343324,-0.541851692343324,-0.211853629391591,-0.392268874590403,0.0626741692317863,-0.179817449070488,0.541851692343324,-0.615337770637371,-0.541851692343324,0.179817449070488,0.392268874590403,1
