,states,coherence
0,'001011001011',0.6916666666666667
1,'001101011000',0.5591666666666667
2,'000100011100',0.5258333333333334
3,'111010100111',0.5441666666666667
4,'000101011000',0.5383333333333333
5,'110010100111',0.5716666666666667
6,'110100110100',0.6766666666666666
7,'001100011100',0.5808333333333333
8,'111100110100',0.725
9,'110101110000',0.43416666666666665
10,'111101110000',0.4691666666666667
11,'000011001011',0.7083333333333334
12,'110011100011',0.5841666666666666
13,'111011100011',0.5383333333333333
14,'001010001111',0.4275
15,'000010001111',0.4533333333333333
16,'001011011010',0.63
17,'001110011100',0.5591666666666667
18,'000011001010',0.7383333333333333
19,'110100100101',0.64
20,'111100110101',0.7308333333333333
21,'110001100011',0.54
22,'110000100111',0.5441666666666667
23,'111101110001',0.4483333333333333
24,'000010001110',0.4375
25,'001110001101',0.265
26,'001111011000',0.5375
27,'111001110011',0.30833333333333335
28,'000110001100',0.30083333333333334
29,'000100001101',0.23333333333333334
30,'000110001101',0.265
31,'110001110010',0.2775
32,'111011110010',0.23
33,'111001110010',0.2633333333333333
