"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0249357698552439,-0.366578865049128,-0.321315640349966,-0.338941604132879,1,-0.076202620555618,-1,0.338941604132879,0.366578865049128,0.46430318971142
"GRHL2",1,1,-0.0249357698552439,-0.366578865049128,-0.321315640349966,-0.338941604132879,1,-0.076202620555618,-1,0.338941604132879,0.366578865049128,0.46430318971142
"Iext",-0.0249357698552439,-0.0249357698552439,1,0.388002691645426,-0.0805985657115748,0.00590644597361375,-0.0249357698552439,0.561026587408501,0.0249357698552439,-0.00590644597361375,-0.388002691645426,-0.172927141085137
"KEAP1",-0.366578865049128,-0.366578865049128,0.388002691645426,1,-0.312103623311983,-0.294483765762748,-0.366578865049128,0.709622075336055,0.366578865049128,0.294483765762748,-1,-0.568240243689549
"NRF2",-0.321315640349966,-0.321315640349966,-0.0805985657115748,-0.312103623311983,1,0.202164929320542,-0.321315640349966,-0.519572207165513,0.321315640349966,-0.202164929320542,0.312103623311983,0.131473319873737
"OCT4",-0.338941604132879,-0.338941604132879,0.00590644597361375,-0.294483765762748,0.202164929320542,1,-0.338941604132879,-0.00410660357561672,0.338941604132879,-1,0.294483765762748,-0.137278863837879
"OVOL2",1,1,-0.0249357698552439,-0.366578865049128,-0.321315640349966,-0.338941604132879,1,-0.076202620555618,-1,0.338941604132879,0.366578865049128,0.46430318971142
"SNAIL",-0.076202620555618,-0.076202620555618,0.561026587408501,0.709622075336055,-0.519572207165513,-0.00410660357561672,-0.076202620555618,1,0.076202620555618,0.00410660357561672,-0.709622075336055,-0.611899286137302
"ZEB",-1,-1,0.0249357698552439,0.366578865049128,0.321315640349966,0.338941604132879,-1,0.076202620555618,1,-0.338941604132879,-0.366578865049128,-0.46430318971142
"miR145",0.338941604132879,0.338941604132879,-0.00590644597361375,0.294483765762748,-0.202164929320542,-1,0.338941604132879,0.00410660357561672,-0.338941604132879,1,-0.294483765762748,0.137278863837879
"miR200",0.366578865049128,0.366578865049128,-0.388002691645426,-1,0.312103623311983,0.294483765762748,0.366578865049128,-0.709622075336055,-0.366578865049128,-0.294483765762748,1,0.568240243689549
"miR34",0.46430318971142,0.46430318971142,-0.172927141085137,-0.568240243689549,0.131473319873737,-0.137278863837879,0.46430318971142,-0.611899286137302,-0.46430318971142,0.137278863837879,0.568240243689549,1
