"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0458456112224661,0.789188874831272,-0.858258128220442,-0.381779587996474,1,0.103305162638895,-1,0.381779587996474,-0.789188874831272,0.469669159219289
"GRHL2",1,1,-0.0458456112224661,0.789188874831272,-0.858258128220442,-0.381779587996474,1,0.103305162638895,-1,0.381779587996474,-0.789188874831272,0.469669159219289
"Iext",-0.0458456112224661,-0.0458456112224661,1,0.0568575030355599,0.0122120181745818,0.00500427978640866,-0.0458456112224661,0.742743052992974,0.0458456112224661,-0.00500427978640865,-0.0568575030355599,-0.1697696672866
"KEAP1",0.789188874831272,0.789188874831272,0.0568575030355599,1,-0.930931678977994,-0.592589451472546,0.789188874831272,0.314118132973828,-0.789188874831272,0.592589451472546,-1,0.258857765017969
"NRF2",-0.858258128220442,-0.858258128220442,0.0122120181745818,-0.930931678977994,1,0.523523765622795,-0.858258128220442,-0.245046547004255,0.858258128220442,-0.523523765622795,0.930931678977994,-0.327927395764603
"OCT4",-0.381779587996474,-0.381779587996474,0.00500427978640866,-0.592589451472546,0.523523765622795,1,-0.381779587996474,-0.137342999161645,0.381779587996474,-1,0.592589451472546,-0.150148238449961
"OVOL2",1,1,-0.0458456112224661,0.789188874831272,-0.858258128220442,-0.381779587996474,1,0.103305162638895,-1,0.381779587996474,-0.789188874831272,0.469669159219289
"SNAIL",0.103305162638895,0.103305162638895,0.742743052992974,0.314118132973828,-0.245046547004255,-0.137342999161645,0.103305162638895,1,-0.103305162638895,0.137342999161645,-0.314118132973828,-0.427026510101297
"ZEB",-1,-1,0.0458456112224661,-0.789188874831272,0.858258128220442,0.381779587996474,-1,-0.103305162638895,1,-0.381779587996474,0.789188874831272,-0.469669159219289
"miR145",0.381779587996474,0.381779587996474,-0.00500427978640865,0.592589451472546,-0.523523765622795,-1,0.381779587996474,0.137342999161645,-0.381779587996474,1,-0.592589451472546,0.150148238449961
"miR200",-0.789188874831272,-0.789188874831272,-0.0568575030355599,-1,0.930931678977994,0.592589451472546,-0.789188874831272,-0.314118132973828,0.789188874831272,-0.592589451472546,1,-0.258857765017969
"miR34",0.469669159219289,0.469669159219289,-0.1697696672866,0.258857765017969,-0.327927395764603,-0.150148238449961,0.469669159219289,-0.427026510101297,-0.469669159219289,0.150148238449961,-0.258857765017969,1
