,states,coherence
0,'000011001010',0.6541666666666667
1,'110011100011',0.5975
2,'111100110100',0.6933333333333334
3,'000100011100',0.5125
4,'111001100011',0.49166666666666664
5,'001011001011',0.6558333333333334
6,'110100110101',0.6066666666666667
7,'001110011100',0.5391666666666667
8,'110001100011',0.5433333333333333
9,'110100110100',0.6441666666666667
10,'000011001011',0.6966666666666667
11,'000110011100',0.48833333333333334
12,'001011001010',0.61
13,'001100011100',0.5975
14,'111100110101',0.6325
15,'111011100011',0.505
16,'111101110000',0.36083333333333334
17,'111101110001',0.32083333333333336
18,'001101011000',0.595
19,'000101011000',0.5416666666666666
20,'110010100111',0.5641666666666667
21,'111000100111',0.49166666666666664
22,'001111011000',0.5383333333333333
23,'000111011000',0.5
24,'111010100111',0.5483333333333333
25,'110000100111',0.5341666666666667
26,'000010001111',0.33416666666666667
27,'001010001110',0.2758333333333333
28,'001010001111',0.315
29,'110101110000',0.31083333333333335
30,'000010001110',0.32
31,'110101110001',0.2608333333333333
32,'000011011010',0.5383333333333333
33,'001011011010',0.5858333333333333
34,'001110001100',0.3333333333333333
35,'110100100101',0.575
36,'000110001101',0.37166666666666665
37,'111100100101',0.5366666666666666
38,'000110001100',0.32166666666666666
39,'001110001101',0.3233333333333333
40,'000100001101',0.3416666666666667
41,'111001110011',0.32916666666666666
42,'111011110011',0.33666666666666667
43,'110001110011',0.3333333333333333
44,'001100001101',0.35583333333333333
45,'110001110010',0.33416666666666667
46,'110011110010',0.3358333333333333
47,'111001110010',0.37916666666666665
48,'000100001100',0.3308333333333333
49,'111011110010',0.3358333333333333
