,Cycles,Nature,Edge_count
0,ZEB,P,1
1,OVOL2,N,1
2,SNAIL,N,1
3,"NRF2,SNAIL,ZEB,Ecad",N,4
4,"NRF2,SNAIL,ZEB,miR145,OCT4,miR200,KEAP1",N,7
5,"NRF2,SNAIL,ZEB,OVOL2,miR200,KEAP1",N,6
6,"NRF2,SNAIL,ZEB,miR200,KEAP1",P,5
7,"OCT4,miR200,ZEB,miR145",N,4
8,"OCT4,miR145",P,2
9,"OVOL2,miR200,ZEB",N,3
10,"OVOL2,ZEB",P,2
11,"GRHL2,ZEB",P,2
12,"miR34,SNAIL",P,2
13,"miR34,SNAIL,ZEB",P,3
14,"miR145,ZEB",P,2
15,"Ecad,ZEB",P,2
16,"miR200,ZEB",P,2
