,states,coherence
0,'000010001111',0.34
1,'001010001111',0.31166666666666665
2,'000011001011',0.6833333333333333
3,'111101110000',0.3575
4,'110100110100',0.6375
5,'110101110000',0.3075
6,'111100110100',0.6916666666666667
7,'001011001011',0.6383333333333333
8,'110001100011',0.7166666666666667
9,'001011011010',0.61
10,'001110011100',0.705
11,'000011001010',0.725
12,'111100110101',0.7191666666666666
13,'000110001100',0.54
14,'110100100101',0.6125
15,'111001110011',0.5433333333333333
16,'111001110010',0.5125
17,'000110001101',0.5075
18,'001111011000',0.6866666666666666
19,'110000100111',0.665
20,'110001110010',0.4475
21,'000010001110',0.32
22,'001110001101',0.4483333333333333
23,'111101110001',0.3308333333333333
