,states,coherence
0,'100011100011',0.6008333333333333
1,'100010100111',0.5833333333333334
2,'011101011000',0.6008333333333333
3,'011100011100',0.5958333333333333
4,'101010100111',0.565
5,'011011001011',0.5583333333333333
6,'010011001011',0.585
7,'101100110100',0.5883333333333334
8,'010101011000',0.5625
9,'101011100011',0.5416666666666666
10,'010100011100',0.5716666666666667
11,'100100110100',0.5333333333333333
12,'010011001010',0.6283333333333333
13,'010110001100',0.35833333333333334
14,'100100100101',0.6275
15,'011110011100',0.5816666666666667
16,'011011011010',0.625
17,'100001100011',0.5766666666666667
18,'010110001101',0.3025
19,'101100110101',0.6208333333333333
20,'101001110010',0.30583333333333335
21,'101011110010',0.2758333333333333
22,'101001110011',0.3441666666666667
23,'010100001101',0.27416666666666667
24,'011111011000',0.53
25,'100000100111',0.5375
26,'100001110010',0.30083333333333334
27,'011110001101',0.2966666666666667
