,Cycles,Nature,Edge_count
0,OVOL2,N,1
1,SNAIL,N,1
2,"NRF2,SNAIL,ZEB,Ecad",N,4
3,"NRF2,SNAIL,ZEB,miR145,OCT4,miR200,KEAP1",N,7
4,"NRF2,SNAIL,ZEB,OVOL2,miR200,KEAP1",N,6
5,"NRF2,SNAIL,ZEB,miR200,KEAP1",P,5
6,"NRF2,SNAIL,miR200,KEAP1",P,4
7,"NRF2,SNAIL,miR200,ZEB,Ecad",N,5
8,"OCT4,miR200,ZEB,miR145",N,4
9,"OCT4,miR145",P,2
10,"OVOL2,miR200,ZEB",N,3
11,"OVOL2,ZEB",P,2
12,"GRHL2,ZEB",P,2
13,"miR34,SNAIL",P,2
14,"miR34,SNAIL,ZEB",P,3
15,"miR34,SNAIL,miR200,ZEB",P,4
16,"ZEB,Ecad",P,2
17,"ZEB,miR145",P,2
18,"ZEB,miR200",P,2
