"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0234186557332554,0.214134710871415,-0.484497702213225,-1,1,-0.0226136568930642,-1,1,-0.214134710871415,0.454472370199985
"GRHL2",1,1,-0.0234186557332554,0.214134710871415,-0.484497702213225,-1,1,-0.0226136568930642,-1,1,-0.214134710871415,0.454472370199985
"Iext",-0.0234186557332554,-0.0234186557332554,1,0.361821024254528,-0.0914576704113686,0.0234186557332554,-0.0234186557332554,0.598559902558672,0.0234186557332554,-0.0234186557332554,-0.361821024254528,-0.166701568592333
"KEAP1",0.214134710871415,0.214134710871415,0.361821024254528,1,-0.729637017699307,-0.214134710871415,0.214134710871415,0.763259192738872,-0.214134710871415,0.214134710871415,-1,-0.331398041258696
"NRF2",-0.484497702213225,-0.484497702213225,-0.0914576704113686,-0.729637017699307,1,0.484497702213225,-0.484497702213225,-0.492896369107993,0.484497702213225,-0.484497702213225,0.729637017699307,0.0610354382098234
"OCT4",-1,-1,0.0234186557332554,-0.214134710871415,0.484497702213225,1,-1,0.0226136568930642,1,-1,0.214134710871415,-0.454472370199985
"OVOL2",1,1,-0.0234186557332554,0.214134710871415,-0.484497702213225,-1,1,-0.0226136568930642,-1,1,-0.214134710871415,0.454472370199985
"SNAIL",-0.0226136568930642,-0.0226136568930642,0.598559902558672,0.763259192738872,-0.492896369107993,0.0226136568930642,-0.0226136568930642,1,0.0226136568930642,-0.0226136568930642,-0.763259192738872,-0.568141066554252
"ZEB",-1,-1,0.0234186557332554,-0.214134710871415,0.484497702213225,1,-1,0.0226136568930642,1,-1,0.214134710871415,-0.454472370199985
"miR145",1,1,-0.0234186557332554,0.214134710871415,-0.484497702213225,-1,1,-0.0226136568930642,-1,1,-0.214134710871415,0.454472370199985
"miR200",-0.214134710871415,-0.214134710871415,-0.361821024254528,-1,0.729637017699307,0.214134710871415,-0.214134710871415,-0.763259192738872,0.214134710871415,-0.214134710871415,1,0.331398041258696
"miR34",0.454472370199985,0.454472370199985,-0.166701568592333,-0.331398041258696,0.0610354382098234,-0.454472370199985,0.454472370199985,-0.568141066554252,-0.454472370199985,0.454472370199985,0.331398041258696,1
