"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.029543951675261,-0.117877311621759,-0.639459775563448,-0.351826079700291,1,-0.559739137673938,-1,0.351826079700291,0.117877311621759,0.627440774883938
"GRHL2",1,1,-0.029543951675261,-0.117877311621759,-0.639459775563448,-0.351826079700291,1,-0.559739137673938,-1,0.351826079700291,0.117877311621759,0.627440774883938
"Iext",-0.029543951675261,-0.029543951675261,1,0.252278530670385,-0.128695364007791,0.000700421263793023,-0.029543951675261,0.403705469739399,0.029543951675261,-0.000700421263793009,-0.252278530670385,-0.336003886853586
"KEAP1",-0.117877311621759,-0.117877311621759,0.252278530670385,1,-0.242664818987345,-0.467401524574818,-0.117877311621759,0.211617792465383,0.117877311621759,0.467401524574818,-1,-0.279319375351196
"NRF2",-0.639459775563448,-0.639459775563448,-0.128695364007791,-0.242664818987345,1,0.438754170504838,-0.639459775563448,0.467601832981979,0.639459775563448,-0.438754170504838,0.242664818987345,-0.399899682401958
"OCT4",-0.351826079700291,-0.351826079700291,0.000700421263793023,-0.467401524574818,0.438754170504838,1,-0.351826079700291,0.320980416803883,0.351826079700291,-1,0.467401524574818,-0.253278687242466
"OVOL2",1,1,-0.029543951675261,-0.117877311621759,-0.639459775563448,-0.351826079700291,1,-0.559739137673938,-1,0.351826079700291,0.117877311621759,0.627440774883938
"SNAIL",-0.559739137673938,-0.559739137673938,0.403705469739399,0.211617792465383,0.467601832981979,0.320980416803883,-0.559739137673938,1,0.559739137673938,-0.320980416803883,-0.211617792465383,-0.932298392668319
"ZEB",-1,-1,0.029543951675261,0.117877311621759,0.639459775563448,0.351826079700291,-1,0.559739137673938,1,-0.351826079700291,-0.117877311621759,-0.627440774883938
"miR145",0.351826079700291,0.351826079700291,-0.000700421263793009,0.467401524574818,-0.438754170504838,-1,0.351826079700291,-0.320980416803883,-0.351826079700291,1,-0.467401524574818,0.253278687242466
"miR200",0.117877311621759,0.117877311621759,-0.252278530670385,-1,0.242664818987345,0.467401524574818,0.117877311621759,-0.211617792465383,-0.117877311621759,-0.467401524574818,1,0.279319375351196
"miR34",0.627440774883938,0.627440774883938,-0.336003886853586,-0.279319375351196,-0.399899682401958,-0.253278687242466,0.627440774883938,-0.932298392668319,-0.627440774883938,0.253278687242466,0.279319375351196,1
