"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0671063357203367,-0.745993568071744,-0.222757195331245,-0.393228555911021,-1,-0.148035702465881,-1,0.393228555911021,0.745993568071744,0.514422962325859
"GRHL2",1,1,-0.0671063357203367,-0.745993568071744,-0.222757195331245,-0.393228555911021,-1,-0.148035702465881,-1,0.393228555911021,0.745993568071744,0.514422962325859
"Iext",-0.0671063357203367,-0.0671063357203367,1,0.197315353157153,-0.0118178020762158,0.00560701909689861,0.0671063357203367,0.56690600188238,0.0671063357203367,-0.00560701909689861,-0.197315353157153,-0.20052048477062
"KEAP1",-0.745993568071744,-0.745993568071744,0.197315353157153,1,-0.0312496915135105,0.139222342663064,0.745993568071744,0.402043232587579,0.745993568071744,-0.139222342663064,-1,-0.57772429119352
"NRF2",-0.222757195331245,-0.222757195331245,-0.0118178020762158,-0.0312496915135105,1,0.144031760152502,0.222757195331245,-0.44491128025219,0.222757195331245,-0.144031760152502,0.0312496915135105,0.0785253515100752
"OCT4",-0.393228555911021,-0.393228555911021,0.00560701909689861,0.139222342663064,0.144031760152502,1,0.393228555911021,0.00320260847522571,0.393228555911021,-1,-0.139222342663064,-0.163260829764067
"OVOL2",-1,-1,0.0671063357203367,0.745993568071744,0.222757195331245,0.393228555911021,1,0.148035702465881,1,-0.393228555911021,-0.745993568071744,-0.514422962325859
"SNAIL",-0.148035702465881,-0.148035702465881,0.56690600188238,0.402043232587579,-0.44491128025219,0.00320260847522571,0.148035702465881,1,0.148035702465881,-0.00320260847522571,-0.402043232587579,-0.633614140341687
"ZEB",-1,-1,0.0671063357203367,0.745993568071744,0.222757195331245,0.393228555911021,1,0.148035702465881,1,-0.393228555911021,-0.745993568071744,-0.514422962325859
"miR145",0.393228555911021,0.393228555911021,-0.00560701909689861,-0.139222342663064,-0.144031760152502,-1,-0.393228555911021,-0.00320260847522571,-0.393228555911021,1,0.139222342663064,0.163260829764067
"miR200",0.745993568071744,0.745993568071744,-0.197315353157153,-1,0.0312496915135105,-0.139222342663064,-0.745993568071744,-0.402043232587579,-0.745993568071744,0.139222342663064,1,0.57772429119352
"miR34",0.514422962325859,0.514422962325859,-0.20052048477062,-0.57772429119352,0.0785253515100752,-0.163260829764067,-0.514422962325859,-0.633614140341687,-0.514422962325859,0.163260829764067,0.57772429119352,1
