,states,coherence
0,'001010001111',0.24166666666666667
1,'000010001111',0.25833333333333336
2,'110101110000',0.23916666666666667
3,'001011001011',0.5525
4,'111100110100',0.56
5,'111101110000',0.25166666666666665
6,'000011001011',0.5583333333333333
7,'110100110100',0.5616666666666666
8,'110001100011',0.7116666666666667
9,'001110011100',0.7116666666666667
10,'001001011010',0.535
11,'111001110011',0.5466666666666666
12,'111001110010',0.49
13,'000001001011',0.5291666666666667
14,'111110110100',0.5291666666666667
15,'000110001101',0.5108333333333334
16,'000110001100',0.5375
17,'110110100101',0.5275
18,'001011011010',0.49666666666666665
19,'111100110101',0.6041666666666666
20,'110000100111',0.6925
21,'001111011000',0.6766666666666666
22,'000011001010',0.5891666666666666
23,'111110100101',0.48583333333333334
24,'110100100101',0.4708333333333333
25,'000010001110',0.25666666666666665
26,'001110001101',0.4716666666666667
27,'000000001111',0.22166666666666668
28,'000001011010',0.49333333333333335
29,'110001110010',0.4608333333333333
30,'111101110001',0.25583333333333336
31,'111111110000',0.22333333333333333
