,states,coherence
0,'111010100111',0.5433333333333333
1,'001101011000',0.5908333333333333
2,'111101110000',0.37083333333333335
3,'111100110100',0.6625
4,'110100110100',0.6375
5,'001010001111',0.34
6,'110010100111',0.5983333333333334
7,'000100011100',0.5458333333333333
8,'111011100011',0.5341666666666667
9,'110101110000',0.31166666666666665
10,'110011100011',0.5783333333333334
11,'000101011000',0.5408333333333334
12,'000010001111',0.36083333333333334
13,'001011001011',0.6441666666666667
14,'001100011100',0.5766666666666667
15,'000011001011',0.6725
16,'001011011010',0.6041666666666666
17,'000100001101',0.35
18,'110100100101',0.6
19,'111011110010',0.3541666666666667
20,'111100110101',0.7083333333333334
21,'001110011100',0.5666666666666667
22,'000110001100',0.4008333333333333
23,'111001110011',0.3983333333333333
24,'000011001010',0.7116666666666667
25,'000110001101',0.35333333333333333
26,'110001100011',0.5633333333333334
27,'111001110010',0.3675
28,'110000100111',0.5183333333333333
29,'001111011000',0.5216666666666666
30,'001110001101',0.355
31,'110001110010',0.34833333333333333
32,'111101110001',0.3466666666666667
33,'000010001110',0.3325
