,states,coherence
0,'111100110100',0.6741666666666667
1,'000011001011',0.685
2,'001100011100',0.7491666666666666
3,'110011100011',0.7441666666666666
4,'110101110000',0.30583333333333335
5,'001101011000',0.72
6,'000100011100',0.6875
7,'001011001011',0.5891666666666666
8,'110010100111',0.7158333333333333
9,'111010100111',0.62
10,'111011100011',0.6933333333333334
11,'000101011000',0.6191666666666666
12,'001010001111',0.2925
13,'110100110100',0.625
14,'000010001111',0.34
15,'111101110000',0.35
16,'110100100101',0.6183333333333333
17,'000100001101',0.5
18,'000011001010',0.7133333333333334
19,'111100110101',0.7141666666666666
20,'001011011010',0.6041666666666666
21,'111011110010',0.5016666666666667
22,'000010001110',0.3125
23,'111101110001',0.2941666666666667
