,states,coherence
0,'000011001011',0.695
1,'111010100111',0.515
2,'001100011100',0.5733333333333334
3,'110100110100',0.6541666666666667
4,'000101011000',0.5325
5,'111100110100',0.6825
6,'110101110000',0.4041666666666667
7,'110010100111',0.5716666666666667
8,'001010001111',0.41
9,'110011100011',0.5775
10,'001101011000',0.5691666666666667
11,'001011001011',0.6466666666666666
12,'000100011100',0.5358333333333334
13,'111011100011',0.5241666666666667
14,'111101110000',0.435
15,'000010001111',0.43666666666666665
16,'000011001010',0.7291666666666666
17,'001011011010',0.6208333333333333
18,'111100110101',0.7208333333333333
19,'110100100101',0.6175
20,'110001100011',0.5616666666666666
21,'000110001100',0.3933333333333333
22,'000110001101',0.34833333333333333
23,'000100001101',0.37
24,'111011110010',0.36833333333333335
25,'111001110011',0.39416666666666667
26,'001110011100',0.5675
27,'111001110010',0.36
28,'110000100111',0.5216666666666666
29,'111101110001',0.4216666666666667
30,'001110001101',0.3616666666666667
31,'000010001110',0.4125
32,'001111011000',0.5291666666666667
33,'110001110010',0.3591666666666667
