"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0380607430319189,-0.242588085105649,-0.37520023809013,0.0893425388815709,1,-0.0659057066782454,-1,-0.0893425388815709,0.242588085105649,0.476763012795581
"GRHL2",1,1,-0.0380607430319189,-0.242588085105649,-0.37520023809013,0.0893425388815709,1,-0.0659057066782454,-1,-0.0893425388815709,0.242588085105649,0.476763012795581
"Iext",-0.0380607430319189,-0.0380607430319189,1,0.244190649368984,-0.0446722728550346,-0.00440657327892449,-0.0380607430319189,0.591146228294219,0.0380607430319189,0.00440657327892449,-0.244190649368984,-0.180288035174635
"KEAP1",-0.242588085105649,-0.242588085105649,0.244190649368984,1,-0.382212528456024,-0.516626745324489,-0.242588085105649,0.532051509187846,0.242588085105649,0.516626745324489,-1,-0.414864221482881
"NRF2",-0.37520023809013,-0.37520023809013,-0.0446722728550346,-0.382212528456024,1,0.0971578437252346,-0.37520023809013,-0.453525376526069,0.37520023809013,-0.0971578437252346,0.382212528456024,0.0426720357467506
"OCT4",0.0893425388815709,0.0893425388815709,-0.00440657327892449,-0.516626745324489,0.0971578437252346,1,0.0893425388815709,-0.0486786508762507,-0.0893425388815709,-1,0.516626745324489,0.058491341651949
"OVOL2",1,1,-0.0380607430319189,-0.242588085105649,-0.37520023809013,0.0893425388815709,1,-0.0659057066782454,-1,-0.0893425388815709,0.242588085105649,0.476763012795581
"SNAIL",-0.0659057066782454,-0.0659057066782454,0.591146228294219,0.532051509187846,-0.453525376526069,-0.0486786508762507,-0.0659057066782454,1,0.0659057066782454,0.0486786508762507,-0.532051509187846,-0.58914512051147
"ZEB",-1,-1,0.0380607430319189,0.242588085105649,0.37520023809013,-0.0893425388815709,-1,0.0659057066782454,1,0.0893425388815709,-0.242588085105649,-0.476763012795581
"miR145",-0.0893425388815709,-0.0893425388815709,0.00440657327892449,0.516626745324489,-0.0971578437252346,-1,-0.0893425388815709,0.0486786508762507,0.0893425388815709,1,-0.516626745324489,-0.0584913416519489
"miR200",0.242588085105649,0.242588085105649,-0.244190649368984,-1,0.382212528456024,0.516626745324489,0.242588085105649,-0.532051509187846,-0.242588085105649,-0.516626745324489,1,0.414864221482881
"miR34",0.476763012795581,0.476763012795581,-0.180288035174635,-0.414864221482881,0.0426720357467506,0.058491341651949,0.476763012795581,-0.58914512051147,-0.476763012795581,-0.0584913416519489,0.414864221482881,1
