"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,-1,0.090817879341258,0.223390222252059,-0.645539507038133,0.425052490395244,-1,0.526384295899093,1,-0.425052490395244,-0.223390222252059,-0.642735618521743
"GRHL2",-1,1,-0.090817879341258,-0.223390222252059,0.645539507038133,-0.425052490395244,1,-0.526384295899093,-1,0.425052490395244,0.223390222252059,0.642735618521743
"Iext",0.090817879341258,-0.090817879341258,1,0.225392430990949,-0.120055185063553,0.004104987549044,-0.090817879341258,0.425052604696472,0.090817879341258,-0.00410498754904398,-0.225392430990949,-0.308701459263994
"KEAP1",0.223390222252059,-0.223390222252059,0.225392430990949,1,-0.577850554555946,-0.351557832869983,-0.223390222252059,0.572844938166804,0.223390222252059,0.351557832869983,-1,-0.456493830947208
"NRF2",-0.645539507038133,0.645539507038133,-0.120055185063553,-0.577850554555946,1,-0.070591105815068,0.645539507038133,-0.69500414156619,-0.645539507038133,0.070591105815068,0.577850554555946,0.57865305389478
"OCT4",0.425052490395244,-0.425052490395244,0.004104987549044,-0.351557832869983,-0.070591105815068,1,-0.425052490395244,0.075598237484209,0.425052490395244,-1,0.351557832869983,-0.191949609543423
"OVOL2",-1,1,-0.090817879341258,-0.223390222252059,0.645539507038133,-0.425052490395244,1,-0.526384295899093,-1,0.425052490395244,0.223390222252059,0.642735618521743
"SNAIL",0.526384295899093,-0.526384295899093,0.425052604696472,0.572844938166804,-0.69500414156619,0.075598237484209,-0.526384295899093,1,0.526384295899093,-0.075598237484209,-0.572844938166804,-0.883648762251934
"ZEB",1,-1,0.090817879341258,0.223390222252059,-0.645539507038133,0.425052490395244,-1,0.526384295899093,1,-0.425052490395244,-0.223390222252059,-0.642735618521743
"miR145",-0.425052490395244,0.425052490395244,-0.00410498754904398,0.351557832869983,0.070591105815068,-1,0.425052490395244,-0.075598237484209,-0.425052490395244,1,-0.351557832869983,0.191949609543423
"miR200",-0.223390222252059,0.223390222252059,-0.225392430990949,-1,0.577850554555946,0.351557832869983,0.223390222252059,-0.572844938166804,-0.223390222252059,-0.351557832869983,1,0.456493830947208
"miR34",-0.642735618521743,0.642735618521743,-0.308701459263994,-0.456493830947208,0.57865305389478,-0.191949609543423,0.642735618521743,-0.883648762251934,-0.642735618521743,0.191949609543423,0.456493830947208,1
