,states,coherence
0,'010010100111',0.6375
1,'000011001011',0.6075
2,'110011100011',0.535
3,'100100011100',0.6033333333333334
4,'000100011100',0.4775
5,'110010100111',0.5008333333333334
6,'011010100111',0.5441666666666667
7,'000101011000',0.485
8,'001011001011',0.5808333333333333
9,'110101110000',0.25666666666666665
10,'111011100011',0.485
11,'101100011100',0.6575
12,'101011001011',0.30833333333333335
13,'011011100011',0.6125
14,'101101011000',0.6283333333333333
15,'110100110100',0.57
16,'100101011000',0.5541666666666667
17,'001101011000',0.52
18,'111010100111',0.4691666666666667
19,'111100110100',0.6166666666666667
20,'001010001111',0.275
21,'100011001011',0.33916666666666667
22,'000010001111',0.2991666666666667
23,'011100110100',0.31416666666666665
24,'111101110000',0.31583333333333335
25,'010011100011',0.64
26,'010100110100',0.33416666666666667
27,'001100011100',0.5091666666666667
28,'110001100011',0.5591666666666667
29,'111100110101',0.6366666666666667
30,'011110110100',0.4
31,'010110100101',0.49666666666666665
32,'100001001011',0.3975
33,'000011001010',0.65
34,'000110001101',0.34
35,'001110011100',0.5566666666666666
36,'001011011010',0.5416666666666666
37,'000100001101',0.29833333333333334
38,'111001110011',0.38333333333333336
39,'110100100101',0.5358333333333334
40,'010100100101',0.4008333333333333
41,'101001011010',0.48083333333333333
42,'111001110010',0.3358333333333333
43,'011100110101',0.36666666666666664
44,'100011001010',0.37583333333333335
45,'000110001100',0.38
46,'101011011010',0.4066666666666667
47,'011011110010',0.34
48,'100100001101',0.31333333333333335
49,'111011110010',0.2991666666666667
50,'110000100111',0.5125
51,'011110100101',0.43916666666666665
52,'001110001101',0.3333333333333333
53,'100001011010',0.43166666666666664
54,'001111011000',0.5133333333333333
55,'110001110010',0.33916666666666667
56,'111101110001',0.285
57,'000010001110',0.3075
