"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0309530874480382,-0.148551279858268,-0.401985653155869,-0.112094976850489,1,-0.0495845866080793,-1,0.112094976850489,0.148551279858268,0.468096956008761
"GRHL2",1,1,-0.0309530874480382,-0.148551279858268,-0.401985653155869,-0.112094976850489,1,-0.0495845866080793,-1,0.112094976850489,0.148551279858268,0.468096956008761
"Iext",-0.0309530874480382,-0.0309530874480382,1,0.233297824650888,-0.0481828380480593,-0.0015045226589724,-0.0309530874480382,0.593909597196365,0.0309530874480382,0.0015045226589724,-0.233297824650888,-0.175397818644546
"KEAP1",-0.148551279858268,-0.148551279858268,0.233297824650888,1,-0.449462492474413,-0.518579645254352,-0.148551279858268,0.532807078136278,0.148551279858268,0.518579645254352,-1,-0.368729055310037
"NRF2",-0.401985653155869,-0.401985653155869,-0.0481828380480593,-0.449462492474413,1,0.201237286399273,-0.401985653155869,-0.454273453760397,0.401985653155869,-0.201237286399273,0.449462492474413,0.0357623949499585
"OCT4",-0.112094976850489,-0.112094976850489,-0.0015045226589724,-0.518579645254352,0.201237286399273,1,-0.112094976850489,-0.051388926964445,0.112094976850489,-1,0.518579645254352,-0.0321513993738722
"OVOL2",1,1,-0.0309530874480382,-0.148551279858268,-0.401985653155869,-0.112094976850489,1,-0.0495845866080793,-1,0.112094976850489,0.148551279858268,0.468096956008761
"SNAIL",-0.0495845866080793,-0.0495845866080793,0.593909597196365,0.532807078136278,-0.454273453760397,-0.051388926964445,-0.0495845866080793,1,0.0495845866080794,0.051388926964445,-0.532807078136278,-0.581488522143331
"ZEB",-1,-1,0.0309530874480382,0.148551279858268,0.401985653155869,0.112094976850489,-1,0.0495845866080794,1,-0.112094976850489,-0.148551279858268,-0.468096956008761
"miR145",0.112094976850489,0.112094976850489,0.0015045226589724,0.518579645254352,-0.201237286399273,-1,0.112094976850489,0.051388926964445,-0.112094976850489,1,-0.518579645254352,0.0321513993738722
"miR200",0.148551279858268,0.148551279858268,-0.233297824650888,-1,0.449462492474413,0.518579645254352,0.148551279858268,-0.532807078136278,-0.148551279858268,-0.518579645254352,1,0.368729055310037
"miR34",0.468096956008761,0.468096956008761,-0.175397818644546,-0.368729055310037,0.0357623949499585,-0.0321513993738722,0.468096956008761,-0.581488522143331,-0.468096956008761,0.0321513993738722,0.368729055310037,1
