,states,coherence
0,'110100110100',0.58
1,'001100011100',0.5225
2,'110010100111',0.5033333333333333
3,'001101011000',0.5208333333333334
4,'110011100011',0.5308333333333334
5,'000101011000',0.465
6,'001011001011',0.5766666666666667
7,'010011001011',0.49166666666666664
8,'011100011100',0.5075
9,'111010100111',0.4791666666666667
10,'100010100111',0.49583333333333335
11,'010101011000',0.45666666666666667
12,'000010001111',0.3016666666666667
13,'101100110100',0.4775
14,'011101011000',0.49083333333333334
15,'001010001111',0.265
16,'111100110100',0.61
17,'110101110000',0.2633333333333333
18,'000011001011',0.6025
19,'111011100011',0.4866666666666667
20,'100100110100',0.44166666666666665
21,'101010100111',0.4475
22,'000100011100',0.4816666666666667
23,'111101110000',0.3
24,'011011001011',0.44
25,'010100011100',0.455
26,'101011100011',0.43916666666666665
27,'100011100011',0.48833333333333334
28,'100100100101',0.5308333333333334
29,'111100110101',0.6408333333333334
30,'001011011010',0.555
31,'001110011100',0.4841666666666667
32,'000110001100',0.3258333333333333
33,'010011001010',0.52
34,'100001100011',0.4875
35,'101100110101',0.5316666666666666
36,'110001100011',0.4791666666666667
37,'010110001101',0.2075
38,'111001110010',0.2916666666666667
39,'000011001010',0.6466666666666666
40,'101001110011',0.26916666666666667
41,'111001110011',0.3375
42,'110100100101',0.5375
43,'101001110010',0.21916666666666668
44,'011110011100',0.4841666666666667
45,'010110001100',0.26166666666666666
46,'011011011010',0.5241666666666667
47,'000100001101',0.31416666666666665
48,'000110001101',0.30916666666666665
49,'010100001101',0.19166666666666668
50,'101011110010',0.17416666666666666
51,'111011110010',0.29583333333333334
52,'100000100111',0.4608333333333333
53,'001111011000',0.4625
54,'110001110010',0.31333333333333335
55,'110000100111',0.45416666666666666
56,'011111011000',0.44083333333333335
57,'011110001101',0.23666666666666666
58,'100001110010',0.21583333333333332
59,'111101110001',0.29583333333333334
60,'001110001101',0.3016666666666667
61,'000010001110',0.29833333333333334
