"Network","JSD0","JSDAll","MinCoh","MeanCoh","MaxCoh"
"Ecad-NRF2_2-0",0.15567328757175,0.15567328757175,"0.2925","0.569548611111111","0.749166666666667"
"Ecad-NRF2_2-1",0.324041877404513,0.324041877404513,"0.225","0.499427083333333","0.756666666666667"
"Ecad-ZEB_2-0",0.000319121279668353,0.000319121279668353,"0.348333333333333","0.501421568627451","0.709166666666667"
"Ecad-ZEB_2-1",0.0261017846182094,0.0261017846182094,"0.275","0.496904761904762","0.625833333333333"
"GRHL2-ZEB_2-0",0.000432380327896878,0.000432380327896878,"0.338333333333333","0.502990196078431","0.7125"
"GRHL2-ZEB_2-1",0.0231954463018991,0.0231954463018991,"0.2825","0.50235119047619","0.625"
"Iext-SNAIL_1-2",0.498997127085583,0.498997127085583,"0.316666666666667","0.509607843137255","0.729166666666667"
"KEAP1-NRF2_2-0",0.172043951672946,0.172043951672946,"0.3075","0.5440625","0.725"
"KEAP1-NRF2_2-1",0.25327867962382,0.25327867962382,"0.221666666666667","0.476614583333333","0.711666666666667"
"miR145-OCT4_2-0",0.157776788574852,0.157776788574852,"0.27","0.452777777777778","0.684166666666667"
"miR145-OCT4_2-1",1,1,"0.401666666666667","0.551333333333333","0.725833333333333"
"miR145-ZEB_2-0",0.00338753710047853,0.00338753710047853,"0.368333333333333","0.519362745098039","0.713333333333333"
"miR145-ZEB_2-1",0.0188792108029448,0.0188792108029448,"0.385833333333333","0.505343137254902","0.618333333333333"
"miR200-KEAP1_2-0",0.277633343356898,0.277633343356898,"0.148333333333333","0.423585858585859","0.6475"
"miR200-KEAP1_2-1",1,1,"0.21","0.476276041666667","0.720833333333333"
"miR200-ZEB_2-0",0.00195568005717499,0.00195568005717499,"0.348333333333333","0.512377450980392","0.729166666666667"
"miR200-ZEB_2-1",0.00737243025766665,0.00737243025766665,"0.23","0.499338235294118","0.738333333333333"
"miR34-SNAIL_2-0",0.245799497967484,0.244774728713987,"0.301666666666667","0.50234375","0.7275"
"miR34-SNAIL_2-1",0.45414779023402,0.45414779023402,"0.303333333333333","0.517916666666667","0.821666666666667"
"NRF2-SNAIL_2-0",0.216663848158791,0.183751083041955,"0.350833333333333","0.530555555555556","0.699166666666667"
"NRF2-SNAIL_2-1",0.387778246965067,0.387778246965067,"0.339166666666667","0.520119047619048","0.6875"
"OCT4-miR145_2-0",0.186383248336864,0.186383248336864,"0.564166666666667","0.65297619047619","0.7675"
"OCT4-miR145_2-1",0.188623828285412,0.188623828285412,"0.5775","0.649761904761905","0.771666666666667"
"OCT4-miR200_1-0",0.133943491758644,0.133943491758644,"0.435","0.590347222222222","0.718333333333333"
"OCT4-miR200_1-2",0.301840310338663,0.301840310338663,"0.430833333333333","0.516544117647059","0.695"
"OCT4-miR200_2-0",0.133518859787238,0.133518859787238,"0.433333333333333","0.588541666666667","0.709166666666667"
"OCT4-miR200_2-1",3.3561519133865e-05,3.3561519133865e-05,"0.310833333333333","0.506151960784314","0.725"
"OVOL2-miR200_2-0",0.0846132984504115,0.0846132984504115,"0.443333333333333","0.587275641025641","0.720833333333333"
"OVOL2-miR200_2-1",0.215502140949964,0.215502140949964,"0.435","0.534656862745098","0.696666666666667"
"OVOL2-OVOL2_2-0",4.36824386998413e-05,4.36824386998413e-05,"0.305","0.504313725490196","0.729166666666667"
"OVOL2-OVOL2_2-1",0.254667230940051,0.254667230940051,"0.238333333333333","0.42344362745098","0.65"
"OVOL2-ZEB_2-0",0.000176537758606404,0.000176537758606404,"0.311666666666667","0.497328431372549","0.711666666666667"
"OVOL2-ZEB_2-1",0.024479128847584,0.024479128847584,"0.269166666666667","0.504017857142857","0.624166666666667"
"SNAIL-miR34_2-0",0.155362275421011,0.155362275421011,"0.4175","0.590291666666667","0.815"
"SNAIL-miR34_2-1",0.200742378403066,0.200742378403066,"0.411666666666667","0.545381944444444","0.816666666666667"
"SNAIL-SNAIL_2-0",3.12271979135351e-05,3.12271979135351e-05,"0.301666666666667","0.506495098039216","0.739166666666667"
"SNAIL-SNAIL_2-1",0.136182622567339,0.136182622567339,"0.260833333333333","0.465566666666667","0.696666666666667"
"SNAIL-ZEB_1-0",0.00186790115724331,0.00186790115724331,"0.365833333333333","0.516127450980392","0.729166666666667"
"SNAIL-ZEB_1-2",0.00443851178614582,0.00443851178614582,"0.375","0.525147058823529","0.741666666666667"
"SNAIL_miR200_2-0",0.176585454653617,0.176585454653617,"0.425833333333333","0.587878787878788","0.800833333333333"
"SNAIL_miR200_2-1",0.309986260916277,0.309986260916277,"0.445833333333333","0.510026041666667","0.796666666666667"
"wild",0,0,"0.315833333333333","0.507990196078431","0.724166666666667"
"ZEB-Ecad_2-0",0.240613779207998,0.240613779207998,"0.256666666666667","0.454022988505747","0.6575"
"ZEB-Ecad_2-1",1,1,"0.400833333333333","0.542222222222222","0.755833333333333"
"ZEB-GRHL2_2-0",0.233575032390858,0.233575032390858,"0.174166666666667","0.422903225806452","0.646666666666667"
"ZEB-GRHL2_2-1",1,1,"0.274166666666667","0.502589285714286","0.628333333333333"
"ZEB-miR145_2-0",0.0114911837293709,0.0114911837293709,"0.346666666666667","0.515612745098039","0.6875"
"ZEB-miR145_2-1",0.0367528873183904,0.0367528873183904,"0.393333333333333","0.512303921568627","0.681666666666667"
"ZEB-miR200_2-0",0.227475457809262,0.227475457809262,"0.449166666666667","0.595666666666667","0.804166666666667"
"ZEB-miR200_2-1",0.26707844249411,0.26707844249411,"0.405","0.563484848484848","0.810833333333333"
"ZEB-miR34_2-0",0.143885311606282,0.143885311606282,"0.348333333333333","0.536755952380952","0.814166666666667"
"ZEB-miR34_2-1",0.22981336803176,0.22981336803176,"0.369166666666667","0.515078125","0.813333333333333"
"ZEB-OVOL2_2-1",1,1,"0.328333333333333","0.489338235294118","0.711666666666667"
"ZEB-ZEB_1-0",3.6217906605669e-05,3.6217906605669e-05,"0.308333333333333","0.505392156862745","0.728333333333333"
"ZEB-ZEB_1-2",0.0247268293328128,0.0247268293328128,"0.270833333333333","0.507083333333333","0.643333333333333"
