,states,coherence
0,'000011001010',0.7316666666666667
1,'001011001010',0.8216666666666667
2,'110011100011',0.6091666666666666
3,'110100110101',0.8158333333333333
4,'111100110101',0.73
5,'001100011100',0.6091666666666666
6,'000011001011',0.6475
7,'111100110100',0.6616666666666666
8,'111101110001',0.3425
9,'110010100111',0.5766666666666667
10,'001010001110',0.36583333333333334
11,'110101110001',0.3575
12,'001101011000',0.5666666666666667
13,'111101110000',0.30833333333333335
14,'000010001110',0.3525
15,'000010001111',0.30333333333333334
16,'110001110011',0.5083333333333333
17,'111001110011',0.415
18,'000110001100',0.4225
19,'000100001100',0.5083333333333333
20,'001110001100',0.5
21,'111001110010',0.38416666666666666
22,'000110001101',0.3925
23,'111011110011',0.49916666666666665
