"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0278398348784914,-0.0877218003398935,-0.715200425255463,-0.355500128339901,1,0.102943143449321,-1,0.355500128339901,-0.0877218003398935,0.453438971628548
"GRHL2",1,1,-0.0278398348784914,-0.0877218003398935,-0.715200425255463,-0.355500128339901,1,0.102943143449321,-1,0.355500128339901,-0.0877218003398935,0.453438971628548
"Iext",-0.0278398348784914,-0.0278398348784914,1,-0.370919143037965,0.0598845608396578,0.00420556903260374,-0.0278398348784914,0.718205434266712,0.0278398348784914,-0.00420556903260371,-0.370919143037965,-0.161826167625867
"KEAP1",-0.0877218003398935,-0.0877218003398935,-0.370919143037965,1,-0.197077157502548,0.591228496596872,-0.0877218003398935,-0.399959727300879,0.0877218003398935,-0.591228496596872,1,0.210894656322044
"NRF2",-0.715200425255463,-0.715200425255463,0.0598845608396578,-0.197077157502548,1,0.0963363069785139,-0.715200425255463,-0.221910037149134,0.715200425255463,-0.0963363069785138,-0.197077157502548,-0.334471259869026
"OCT4",-0.355500128339901,-0.355500128339901,0.00420556903260374,0.591228496596872,0.0963363069785139,1,-0.355500128339901,0.00881186034364623,0.355500128339901,-1,0.591228496596872,-0.152212173626152
"OVOL2",1,1,-0.0278398348784914,-0.0877218003398935,-0.715200425255463,-0.355500128339901,1,0.102943143449321,-1,0.355500128339901,-0.0877218003398935,0.453438971628548
"SNAIL",0.102943143449321,0.102943143449321,0.718205434266712,-0.399959727300879,-0.221910037149134,0.00881186034364623,0.102943143449321,1,-0.102943143449321,-0.00881186034364617,-0.399959727300879,-0.443620743184464
"ZEB",-1,-1,0.0278398348784914,0.0877218003398935,0.715200425255463,0.355500128339901,-1,-0.102943143449321,1,-0.355500128339901,0.0877218003398935,-0.453438971628548
"miR145",0.355500128339901,0.355500128339901,-0.00420556903260371,-0.591228496596872,-0.0963363069785138,-1,0.355500128339901,-0.00881186034364617,-0.355500128339901,1,-0.591228496596872,0.152212173626152
"miR200",-0.0877218003398935,-0.0877218003398935,-0.370919143037965,1,-0.197077157502548,0.591228496596872,-0.0877218003398935,-0.399959727300879,0.0877218003398935,-0.591228496596872,1,0.210894656322044
"miR34",0.453438971628548,0.453438971628548,-0.161826167625867,0.210894656322044,-0.334471259869026,-0.152212173626152,0.453438971628548,-0.443620743184464,-0.453438971628548,0.152212173626152,0.210894656322044,1
