,states,coherence
0,'001011001011',0.6575
1,'111011100011',0.5491666666666667
2,'110100110100',0.6616666666666666
3,'110010100111',0.5733333333333334
4,'111010100111',0.5516666666666666
5,'001100011100',0.6033333333333334
6,'111101110000',0.3433333333333333
7,'000101011000',0.5291666666666667
8,'001101011000',0.5916666666666667
9,'001010001111',0.31
10,'000011001011',0.6833333333333333
11,'111100110100',0.6758333333333333
12,'000010001111',0.3425
13,'110011100011',0.585
14,'000100011100',0.5433333333333333
15,'110101110000',0.305
16,'110100100101',0.6033333333333334
17,'001110011100',0.5616666666666666
18,'000110001100',0.425
19,'000011001010',0.72
20,'001011011010',0.6133333333333333
21,'111100110101',0.7291666666666666
22,'110001100011',0.5816666666666667
23,'111001110011',0.4191666666666667
24,'111001110010',0.36083333333333334
25,'000110001101',0.3725
26,'000100001101',0.37916666666666665
27,'111011110010',0.36666666666666664
28,'110000100111',0.5491666666666667
29,'110001110010',0.3641666666666667
30,'001111011000',0.5391666666666667
31,'000010001110',0.3175
32,'111101110001',0.34833333333333333
33,'001110001101',0.39
