,states,coherence
0,'001100011100',0.7333333333333333
1,'110011100011',0.7566666666666667
2,'110100110100',0.5466666666666666
3,'111011100011',0.7166666666666667
4,'110010100111',0.7091666666666666
5,'000101011000',0.635
6,'001101011000',0.725
7,'111101110000',0.23083333333333333
8,'001010001111',0.24083333333333334
9,'000100011100',0.7141666666666666
10,'111010100111',0.6483333333333333
11,'001011001011',0.5475
12,'111100110100',0.535
13,'000010001111',0.225
14,'000011001011',0.5316666666666666
15,'110101110000',0.225
16,'111110110100',0.5516666666666666
17,'001001011010',0.5216666666666666
18,'110110100101',0.5383333333333333
19,'111011110010',0.5058333333333334
20,'000100001101',0.5
21,'000001001011',0.5658333333333333
22,'000011001010',0.5608333333333333
23,'110100100101',0.4866666666666667
24,'001011011010',0.4866666666666667
25,'000001011010',0.49583333333333335
26,'111110100101',0.5066666666666667
27,'111111110000',0.2325
28,'111100110101',0.5691666666666667
29,'000010001110',0.24166666666666667
30,'000000001111',0.25416666666666665
31,'111101110001',0.24333333333333335
