"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,0.197913964296204,0.000800398019688433,0.08863109650461,-0.634452341848785,-0.0238579508061636,0.197913964296204,0.24744305345265,-0.197913964296204,0.0238579508061636,-0.0886310965046099,-0.00601452267863638
"GRHL2",0.197913964296204,1,-0.0481258926239207,-0.100661505528965,-0.0240633081916139,-0.380790036148268,1,-0.216162319003747,-1,0.380790036148268,0.100661505528965,0.522960440558552
"Iext",0.000800398019688433,-0.0481258926239207,1,0.254061244265216,-0.0555459434012677,0.00401406696659197,-0.0481258926239207,0.520352853535485,0.0481258926239207,-0.00401406696659197,-0.254061244265216,-0.213554501878032
"KEAP1",0.08863109650461,-0.100661505528965,0.254061244265216,1,-0.454180752998397,-0.407863521171621,-0.100661505528965,0.564066824647122,0.100661505528965,0.407863521171621,-1,-0.386004086262588
"NRF2",-0.634452341848785,-0.0240633081916139,-0.0555459434012677,-0.454180752998397,1,0.0882334782077575,-0.0240633081916139,-0.535192410789447,0.0240633081916139,-0.0882334782077575,0.454180752998397,0.228395027724628
"OCT4",-0.0238579508061636,-0.380790036148268,0.00401406696659197,-0.407863521171621,0.0882334782077575,1,-0.380790036148268,0.0280743252897532,0.380790036148268,-1,0.407863521171621,-0.164430720753765
"OVOL2",0.197913964296204,1,-0.0481258926239207,-0.100661505528965,-0.0240633081916139,-0.380790036148268,1,-0.216162319003747,-1,0.380790036148268,0.100661505528965,0.522960440558552
"SNAIL",0.24744305345265,-0.216162319003747,0.520352853535485,0.564066824647122,-0.535192410789447,0.0280743252897532,-0.216162319003747,1,0.216162319003747,-0.0280743252897532,-0.564066824647122,-0.693202283105649
"ZEB",-0.197913964296204,-1,0.0481258926239207,0.100661505528965,0.0240633081916139,0.380790036148268,-1,0.216162319003747,1,-0.380790036148268,-0.100661505528965,-0.522960440558552
"miR145",0.0238579508061636,0.380790036148268,-0.00401406696659197,0.407863521171621,-0.0882334782077575,-1,0.380790036148268,-0.0280743252897532,-0.380790036148268,1,-0.407863521171621,0.164430720753765
"miR200",-0.0886310965046099,0.100661505528965,-0.254061244265216,-1,0.454180752998397,0.407863521171621,0.100661505528965,-0.564066824647122,-0.100661505528965,-0.407863521171621,1,0.386004086262588
"miR34",-0.00601452267863638,0.522960440558552,-0.213554501878032,-0.386004086262588,0.228395027724628,-0.164430720753765,0.522960440558552,-0.693202283105649,-0.522960440558552,0.164430720753765,0.386004086262588,1
