,states,coherence
0,'001011001011',0.5525
1,'001100011100',0.6116666666666667
2,'111100110100',0.6141666666666666
3,'000101011000',0.5575
4,'000011001011',0.5925
5,'111010100111',0.545
6,'110010100111',0.6066666666666667
7,'000100011100',0.5558333333333333
8,'001101011000',0.5941666666666666
9,'110100110100',0.5475
10,'111011100011',0.5866666666666667
11,'110011100011',0.6158333333333333
12,'001011011010',0.6433333333333333
13,'110100100101',0.6275
14,'001110011100',0.6075
15,'110001100011',0.5833333333333334
16,'000110001100',0.3308333333333333
17,'000011001010',0.6066666666666667
18,'111100110101',0.61
19,'001111011000',0.525
20,'001110001101',0.3233333333333333
21,'111001110011',0.345
22,'110000100111',0.5241666666666667
23,'111001110010',0.30416666666666664
24,'110001110010',0.32416666666666666
25,'000100001101',0.29333333333333333
26,'111011110010',0.2708333333333333
27,'000110001101',0.2991666666666667
