,states,coherence
0,'000111001011',0.5683333333333334
1,'000110001111',0.25416666666666665
2,'001111001011',0.565
3,'111001110000',0.25
4,'110001110000',0.23833333333333334
5,'111000110100',0.5633333333333334
6,'110000110100',0.555
7,'001110001111',0.2633333333333333
8,'001010011100',0.7208333333333333
9,'111000110101',0.5925
10,'110101100011',0.7041666666666667
11,'000010001100',0.535
12,'000111001010',0.6033333333333334
13,'000101001011',0.535
14,'110010100101',0.5116666666666667
15,'000010001101',0.5
16,'001101011010',0.52
17,'001111011010',0.4891666666666667
18,'111010110100',0.535
19,'110000100101',0.4925
20,'111101110011',0.5425
21,'111101110010',0.48833333333333334
22,'110100100111',0.6575
23,'001011011000',0.6666666666666666
24,'000101011010',0.49583333333333335
25,'110101110010',0.4675
26,'001010001101',0.4708333333333333
27,'111010100101',0.4925
28,'000100001111',0.21
29,'000110001110',0.2675
30,'111011110000',0.21416666666666667
31,'111001110001',0.2708333333333333
