"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0200309543017476,-0.05049210267818,-0.4301704478121,-0.332996781268734,1,-0.0244409685059411,-1,0.332996781268734,0.05049210267818,0.449809698857301
"GRHL2",1,1,-0.0200309543017476,-0.05049210267818,-0.4301704478121,-0.332996781268734,1,-0.0244409685059411,-1,0.332996781268734,0.05049210267818,0.449809698857301
"Iext",-0.0200309543017476,-0.0200309543017476,1,0.267883550035706,-0.0653231431067731,0.00260148545168617,-0.0200309543017476,0.593267093036531,0.0200309543017476,-0.00260148545168617,-0.267883550035706,-0.167901387018074
"KEAP1",-0.05049210267818,-0.05049210267818,0.267883550035706,1,-0.519335562280873,-0.445000966879269,-0.05049210267818,0.591665953768762,0.05049210267818,0.445000966879269,-1,-0.359046617865396
"NRF2",-0.4301704478121,-0.4301704478121,-0.0653231431067731,-0.519335562280873,1,0.270483966366751,-0.4301704478121,-0.47205476311599,0.4301704478121,-0.270483966366751,0.519335562280873,0.0466857636889646
"OCT4",-0.332996781268734,-0.332996781268734,0.00260148545168617,-0.445000966879269,0.270483966366751,1,-0.332996781268734,-0.036667999329272,0.332996781268734,-1,0.445000966879269,-0.131836536863754
"OVOL2",1,1,-0.0200309543017476,-0.05049210267818,-0.4301704478121,-0.332996781268734,1,-0.0244409685059411,-1,0.332996781268734,0.05049210267818,0.449809698857301
"SNAIL",-0.0244409685059411,-0.0244409685059411,0.593267093036531,0.591665953768762,-0.47205476311599,-0.036667999329272,-0.0244409685059411,1,0.0244409685059411,0.036667999329272,-0.591665953768762,-0.574634138253915
"ZEB",-1,-1,0.0200309543017476,0.05049210267818,0.4301704478121,0.332996781268734,-1,0.0244409685059411,1,-0.332996781268734,-0.05049210267818,-0.449809698857301
"miR145",0.332996781268734,0.332996781268734,-0.00260148545168617,0.445000966879269,-0.270483966366751,-1,0.332996781268734,0.036667999329272,-0.332996781268734,1,-0.445000966879269,0.131836536863754
"miR200",0.05049210267818,0.05049210267818,-0.267883550035706,-1,0.519335562280873,0.445000966879269,0.05049210267818,-0.591665953768762,-0.05049210267818,-0.445000966879269,1,0.359046617865396
"miR34",0.449809698857301,0.449809698857301,-0.167901387018074,-0.359046617865396,0.0466857636889646,-0.131836536863754,0.449809698857301,-0.574634138253915,-0.449809698857301,0.131836536863754,0.359046617865396,1
