"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0247326983675096,0.0870398350864128,-0.709102742860815,-0.353896889690165,1,0.105896551042977,-1,0.353896889690165,-0.0870398350864128,0.455665840049643
"GRHL2",1,1,-0.0247326983675096,0.0870398350864128,-0.709102742860815,-0.353896889690165,1,0.105896551042977,-1,0.353896889690165,-0.0870398350864128,0.455665840049643
"Iext",-0.0247326983675096,-0.0247326983675096,1,-0.28257475574035,0.0988604713122633,0.00169621384407876,-0.0247326983675096,0.737952039117302,0.0247326983675096,-0.00169621384407876,0.28257475574035,-0.176387296626239
"KEAP1",0.0870398350864128,0.0870398350864128,-0.28257475574035,1,-0.377937622487123,-0.560450075788219,0.0870398350864128,-0.298599567298397,-0.0870398350864128,0.560450075788219,-1,0.358100628799582
"NRF2",-0.709102742860815,-0.709102742860815,0.0988604713122633,-0.377937622487123,1,0.494938109527913,-0.709102742860815,-0.163192842593808,0.709102742860815,-0.494938109527913,0.377937622487123,-0.398368963686129
"OCT4",-0.353896889690165,-0.353896889690165,0.00169621384407876,-0.560450075788219,0.494938109527913,1,-0.353896889690165,-0.140951788689172,0.353896889690165,-1,0.560450075788219,-0.143333546873749
"OVOL2",1,1,-0.0247326983675096,0.0870398350864128,-0.709102742860815,-0.353896889690165,1,0.105896551042977,-1,0.353896889690165,-0.0870398350864128,0.455665840049643
"SNAIL",0.105896551042977,0.105896551042977,0.737952039117302,-0.298599567298397,-0.163192842593808,-0.140951788689172,0.105896551042977,1,-0.105896551042977,0.140951788689172,0.298599567298397,-0.438431630881764
"ZEB",-1,-1,0.0247326983675096,-0.0870398350864128,0.709102742860815,0.353896889690165,-1,-0.105896551042977,1,-0.353896889690165,0.0870398350864128,-0.455665840049643
"miR145",0.353896889690165,0.353896889690165,-0.00169621384407876,0.560450075788219,-0.494938109527913,-1,0.353896889690165,0.140951788689172,-0.353896889690165,1,-0.560450075788219,0.143333546873749
"miR200",-0.0870398350864128,-0.0870398350864128,0.28257475574035,-1,0.377937622487123,0.560450075788219,-0.0870398350864128,0.298599567298397,0.0870398350864128,-0.560450075788219,1,-0.358100628799582
"miR34",0.455665840049643,0.455665840049643,-0.176387296626239,0.358100628799582,-0.398368963686129,-0.143333546873749,0.455665840049643,-0.438431630881764,-0.455665840049643,0.143333546873749,-0.358100628799582,1
