,states,coherence
0,'000101011000',0.62
1,'111100110100',0.685
2,'110010100111',0.6691666666666667
3,'000011001011',0.69
4,'110101110000',0.44166666666666665
5,'001010001111',0.43333333333333335
6,'001101011000',0.6583333333333333
7,'001011001011',0.6433333333333333
8,'111010100111',0.6291666666666667
9,'110100110100',0.655
10,'110011100011',0.5516666666666666
11,'111011100011',0.5225
12,'000010001111',0.4683333333333333
13,'001100011100',0.5675
14,'111101110000',0.4708333333333333
15,'000100011100',0.505
16,'001110011100',0.5758333333333333
17,'111100110101',0.705
18,'110001100011',0.5716666666666667
19,'000011001010',0.7091666666666666
20,'111101110001',0.5016666666666667
21,'001111011000',0.67
22,'110000100111',0.67
23,'000010001110',0.5108333333333334
