"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0259223146829356,-0.129015140786833,-0.398058938710819,-0.352217476481981,1,-0.299368791471288,-1,0.35221747648198,0.129015140786833,1
"GRHL2",1,1,-0.0259223146829356,-0.129015140786833,-0.398058938710819,-0.352217476481981,1,-0.299368791471288,-1,0.35221747648198,0.129015140786833,1
"Iext",-0.0259223146829356,-0.0259223146829356,1,0.285555181904563,-0.0291252016731359,0.0031035477515153,-0.0259223146829356,0.726553282144587,0.0259223146829356,-0.0031035477515153,-0.285555181904563,-0.0259223146829356
"KEAP1",-0.129015140786833,-0.129015140786833,0.285555181904563,1,-0.472925241609451,-0.403863260805881,-0.129015140786833,0.559001987420884,0.129015140786833,0.403863260805881,-1,-0.129015140786833
"NRF2",-0.398058938710819,-0.398058938710819,-0.0291252016731359,-0.472925241609451,1,0.24992467444715,-0.398058938710819,-0.302571678461488,0.398058938710819,-0.24992467444715,0.472925241609451,-0.398058938710819
"OCT4",-0.352217476481981,-0.352217476481981,0.0031035477515153,-0.403863260805881,0.24992467444715,1,-0.352217476481981,0.0371342179313509,0.352217476481981,-1,0.403863260805881,-0.352217476481981
"OVOL2",1,1,-0.0259223146829356,-0.129015140786833,-0.398058938710819,-0.352217476481981,1,-0.299368791471288,-1,0.35221747648198,0.129015140786833,1
"SNAIL",-0.299368791471288,-0.299368791471288,0.726553282144587,0.559001987420884,-0.302571678461488,0.0371342179313509,-0.299368791471288,1,0.299368791471288,-0.0371342179313509,-0.559001987420884,-0.299368791471288
"ZEB",-1,-1,0.0259223146829356,0.129015140786833,0.398058938710819,0.352217476481981,-1,0.299368791471288,1,-0.35221747648198,-0.129015140786833,-1
"miR145",0.35221747648198,0.35221747648198,-0.0031035477515153,0.403863260805881,-0.24992467444715,-1,0.35221747648198,-0.0371342179313509,-0.35221747648198,1,-0.403863260805881,0.35221747648198
"miR200",0.129015140786833,0.129015140786833,-0.285555181904563,-1,0.472925241609451,0.403863260805881,0.129015140786833,-0.559001987420884,-0.129015140786833,-0.403863260805881,1,0.129015140786833
"miR34",1,1,-0.0259223146829356,-0.129015140786833,-0.398058938710819,-0.352217476481981,1,-0.299368791471288,-1,0.35221747648198,0.129015140786833,1
