,states,coherence
0,'110011100011',0.5841666666666666
1,'110010100111',0.5808333333333333
2,'111010100111',0.5375
3,'000011001011',0.69
4,'111101110000',0.3416666666666667
5,'000101011000',0.5441666666666667
6,'000100011100',0.5708333333333333
7,'111100110100',0.6825
8,'001101011000',0.5808333333333333
9,'110100110100',0.6575
10,'001011001011',0.6483333333333333
11,'001010001111',0.31583333333333335
12,'000010001111',0.355
13,'001100011100',0.5875
14,'110101110000',0.3233333333333333
15,'111011100011',0.5616666666666666
16,'000011001010',0.7241666666666666
17,'001110011100',0.5808333333333333
18,'001011011010',0.6258333333333334
19,'111001110011',0.4216666666666667
20,'000110001100',0.41833333333333333
21,'111100110101',0.7183333333333334
22,'110100100101',0.6266666666666667
23,'000100001101',0.375
24,'110001100011',0.5858333333333333
25,'111001110010',0.3925
26,'000110001101',0.37416666666666665
27,'111011110010',0.38083333333333336
28,'000010001110',0.32
29,'001111011000',0.5375
30,'001110001101',0.36833333333333335
31,'110000100111',0.5366666666666666
32,'111101110001',0.34
33,'110001110010',0.38333333333333336
