,states,coherence
0,'111011100011',0.56
1,'000100011100',0.5641666666666667
2,'000010001111',0.4725
3,'000011001011',0.5425
4,'001100011100',0.6183333333333333
5,'111100110100',0.5383333333333333
6,'110010100111',0.5758333333333333
7,'000101011000',0.5316666666666666
8,'110100110100',0.5083333333333333
9,'001101011000',0.5633333333333334
10,'110011100011',0.6141666666666666
11,'111101110000',0.4583333333333333
12,'001011001011',0.5166666666666667
13,'110101110000',0.43083333333333335
14,'111010100111',0.5158333333333334
15,'001010001111',0.43
16,'001011011010',0.605
17,'111001110010',0.3975
18,'001110011100',0.5958333333333333
19,'111001110011',0.43666666666666665
20,'110100100101',0.5941666666666666
21,'000110001101',0.3883333333333333
22,'000110001100',0.425
23,'110001100011',0.5816666666666667
24,'111011110010',0.4033333333333333
25,'000100001101',0.3883333333333333
26,'000011001010',0.5825
27,'110001110010',0.3858333333333333
28,'001111011000',0.5341666666666667
29,'111100110101',0.5908333333333333
30,'111101110001',0.4425
31,'000010001110',0.45166666666666666
32,'110000100111',0.535
33,'001110001101',0.4025
